order_id,customer_id,order_date,delivery_date,shipping_time_days,total_amount,Payment_type
ORD0000577,CUST00199,2024-11-12 15:38:36,2024-11-17 15:38:36,5,358.81,Credit Card
ORD0000578,CUST00199,2026-02-22 04:47:06,2026-03-02 04:47:06,8,183.62,Apple Pay
ORD0000579,CUST00199,2025-07-16 11:33:58,2025-07-22 11:33:58,6,306.6,Gift Card
ORD0000580,CUST00199,2025-10-06 01:26:37,2025-10-12 01:26:37,6,135.31,Apple Pay
ORD0000581,CUST00200,2026-02-22 00:49:17,2026-02-26 00:49:17,4,23.52,Gift Card
ORD0000582,CUST00200,2024-11-10 00:27:03,2024-11-18 00:27:03,8,461.63,Apple Pay
ORD0000583,CUST00200,2025-06-15 03:07:37,2025-06-25 03:07:37,10,449.17,Gift Card
ORD0000584,CUST00200,2024-04-17 07:39:42,2024-04-24 07:39:42,7,1066.39,Gift Card
ORD0000585,CUST00201,2025-05-15 17:03:40,2025-05-17 17:03:40,2,198.77,PayPal
ORD0000586,CUST00201,2024-09-04 19:58:52,2024-09-09 19:58:52,5,599.55,Gift Card
ORD0000587,CUST00202,2024-06-14 22:22:21,2024-06-22 22:22:21,8,184.8,PayPal
ORD0000588,CUST00202,2024-10-13 21:38:03,2024-10-18 21:38:03,5,1325.15,Financing
ORD0000589,CUST00202,2025-10-20 17:35:45,2025-10-28 17:35:45,8,992.37,Credit Card
ORD0000590,CUST00203,2025-02-19 02:48:02,2025-02-27 02:48:02,8,238.99,Gift Card
ORD0000591,CUST00203,2025-04-23 22:10:57,2025-04-29 22:10:57,6,255.94,Gift Card
ORD0000592,CUST00203,2025-06-14 15:39:57,2025-06-21 15:39:57,7,257.76,Gift Card
ORD0000593,CUST00203,2025-11-19 07:38:41,2025-11-24 07:38:41,5,111.44,Gift Card
ORD0000594,CUST00204,2024-10-13 02:23:39,2024-10-17 02:23:39,4,730.41,Gift Card
ORD0000595,CUST00205,2025-09-27 20:19:21,2025-10-05 20:19:21,8,149.5,PayPal
ORD0000596,CUST00205,2025-04-14 05:27:00,2025-04-18 05:27:00,4,111.22,PayPal
ORD0000597,CUST00205,2025-08-24 02:56:02,2025-08-30 02:56:02,6,683.58,Financing
ORD0000598,CUST00206,2025-10-14 08:08:08,2025-10-19 08:08:08,5,334.01,Credit Card
ORD0000599,CUST00206,2025-04-25 16:00:15,2025-04-29 16:00:15,4,666.74,Credit Card
ORD0000600,CUST00206,2025-03-23 13:00:37,2025-03-29 13:00:37,6,100.65,Gift Card
ORD0000601,CUST00207,2025-12-16 07:46:17,2025-12-19 07:46:17,3,746.08,Credit Card
ORD0000602,CUST00207,2024-04-22 19:52:08,2024-04-26 19:52:08,4,524.7,Credit Card
ORD0000603,CUST00207,2024-06-20 17:04:17,2024-06-25 17:04:17,5,501.86,Credit Card
ORD0000604,CUST00207,2024-11-23 23:22:48,2024-11-30 23:22:48,7,336.14,Financing
ORD0000605,CUST00207,2024-09-28 13:17:15,2024-10-04 13:17:15,6,373.09,Gift Card
ORD0000606,CUST00207,2025-02-17 13:00:53,2025-02-25 13:00:53,8,325.73,Apple Pay
ORD0000607,CUST00207,2025-09-28 18:16:43,2025-10-02 18:16:43,4,724.74,Gift Card
ORD0000608,CUST00208,2024-10-15 09:58:06,2024-10-18 09:58:06,3,159.16,PayPal
ORD0000609,CUST00209,2024-12-03 06:31:31,2024-12-09 06:31:31,6,196.21,Gift Card
ORD0000610,CUST00209,2025-09-07 03:32:35,2025-09-17 03:32:35,10,1113.6,PayPal
ORD0000611,CUST00209,2025-07-05 03:24:47,2025-07-12 03:24:47,7,80.06,Gift Card
ORD0000612,CUST00209,2025-01-21 01:28:16,2025-01-27 01:28:16,6,412.9,Financing
ORD0000613,CUST00209,2025-04-12 00:38:46,2025-04-18 00:38:46,6,102.36,PayPal
ORD0000614,CUST00210,2025-06-13 07:54:54,2025-06-18 07:54:54,5,363.35,Apple Pay
ORD0000615,CUST00210,2025-05-26 19:32:00,2025-06-01 19:32:00,6,991.87,PayPal
ORD0000616,CUST00210,2025-01-01 10:32:01,2025-01-04 10:32:01,3,801.34,Financing
ORD0000617,CUST00211,2025-03-05 22:23:50,2025-03-13 22:23:50,8,450.53,Apple Pay
ORD0000618,CUST00212,2025-11-09 19:40:32,2025-11-15 19:40:32,6,492.26,Financing
ORD0000619,CUST00213,2025-06-10 22:24:58,2025-06-17 22:24:58,7,563.38,Financing
ORD0000620,CUST00214,2024-12-22 08:49:41,2024-12-28 08:49:41,6,525.42,Gift Card
ORD0000621,CUST00215,2025-01-07 16:39:17,2025-01-10 16:39:17,3,403.21,Financing
ORD0000622,CUST00215,2025-10-07 08:35:49,2025-10-14 08:35:49,7,529.67,Apple Pay
ORD0000623,CUST00216,2025-03-27 20:51:22,2025-04-01 20:51:22,5,1330.47,Financing
ORD0000624,CUST00216,2024-11-05 20:40:46,2024-11-12 20:40:46,7,183.18,Apple Pay
ORD0000625,CUST00216,2024-12-03 14:17:53,2024-12-08 14:17:53,5,691.78,PayPal
ORD0000626,CUST00216,2024-10-21 16:56:08,2024-10-26 16:56:08,5,112.85,Credit Card
ORD0000627,CUST00216,2024-10-05 11:58:19,2024-10-09 11:58:19,4,226.8,Apple Pay
ORD0000628,CUST00216,2024-07-12 03:37:12,2024-07-16 03:37:12,4,1902.41,Gift Card
ORD0000629,CUST00217,2025-10-21 16:08:45,2025-10-26 16:08:45,5,261.71,Apple Pay
ORD0000630,CUST00217,2024-09-06 00:27:46,2024-09-13 00:27:46,7,315.5,Credit Card
ORD0000631,CUST00217,2024-12-10 12:40:17,2024-12-15 12:40:17,5,282.36,Gift Card
ORD0000632,CUST00217,2024-07-11 07:05:35,2024-07-16 07:05:35,5,1027.78,Gift Card
ORD0000633,CUST00217,2025-11-07 10:44:17,2025-11-10 10:44:17,3,319.13,PayPal
ORD0000634,CUST00218,2025-05-30 15:39:34,2025-06-04 15:39:34,5,238.51,Financing
ORD0000635,CUST00218,2025-11-22 10:40:31,2025-11-26 10:40:31,4,203.21,Credit Card
ORD0000636,CUST00219,2025-09-27 12:00:45,2025-10-05 12:00:45,8,390.83,PayPal
ORD0000637,CUST00219,2024-08-31 05:52:28,2024-09-06 05:52:28,6,870.67,Apple Pay
ORD0000638,CUST00219,2024-09-05 05:00:50,2024-09-09 05:00:50,4,277.55,Apple Pay
ORD0000639,CUST00220,2024-09-24 12:08:00,2024-10-01 12:08:00,7,102.66,Apple Pay
ORD0000640,CUST00220,2025-11-04 03:01:12,2025-11-11 03:01:12,7,173.43,Credit Card
ORD0000641,CUST00220,2025-04-20 12:32:50,2025-04-30 12:32:50,10,1001.74,Apple Pay
ORD0000642,CUST00220,2024-11-10 04:45:28,2024-11-13 04:45:28,3,319.11,Gift Card
ORD0000643,CUST00221,2025-10-24 05:40:29,2025-10-27 05:40:29,3,119.01,Credit Card
ORD0000644,CUST00221,2025-07-11 09:07:40,2025-07-16 09:07:40,5,841.75,Gift Card
ORD0000645,CUST00222,2025-11-20 21:44:01,2025-11-23 21:44:01,3,117.14,Financing
ORD0000646,CUST00222,2025-05-21 22:22:17,2025-05-25 22:22:17,4,615.37,Apple Pay
ORD0000647,CUST00222,2025-07-16 23:25:01,2025-07-20 23:25:01,4,141.91,Credit Card
ORD0000648,CUST00223,2024-11-15 05:54:34,2024-11-21 05:54:34,6,341.21,PayPal
ORD0000649,CUST00223,2024-06-26 12:22:25,2024-07-01 12:22:25,5,623.78,Gift Card
ORD0000650,CUST00223,2026-01-16 03:44:56,2026-01-18 03:44:56,2,1419.34,Credit Card
ORD0000651,CUST00224,2024-09-07 05:02:43,2024-09-10 05:02:43,3,464.42,Financing
ORD0000652,CUST00224,2024-11-25 12:51:56,2024-12-03 12:51:56,8,353.16,PayPal
ORD0000653,CUST00224,2024-10-03 03:01:29,2024-10-05 03:01:29,2,203.81,Financing
ORD0000654,CUST00224,2025-01-14 17:44:31,2025-01-24 17:44:31,10,782.46,Financing
ORD0000655,CUST00224,2024-08-26 19:27:51,2024-09-05 19:27:51,10,130.09,Apple Pay
ORD0000656,CUST00224,2024-11-30 05:06:27,2024-12-04 05:06:27,4,201.81,Financing
ORD0000657,CUST00225,2024-04-20 10:10:33,2024-04-23 10:10:33,3,704.82,Gift Card
ORD0000658,CUST00225,2025-10-11 08:51:09,2025-10-16 08:51:09,5,297.94,PayPal
ORD0000659,CUST00225,2025-05-29 07:25:52,2025-06-03 07:25:52,5,719.56,Apple Pay
ORD0000660,CUST00225,2024-07-16 18:06:31,2024-07-22 18:06:31,6,257.36,PayPal
ORD0000661,CUST00226,2024-11-08 11:57:54,2024-11-16 11:57:54,8,354.27,Credit Card
ORD0000662,CUST00226,2024-05-14 18:54:19,2024-05-19 18:54:19,5,811.79,Gift Card
ORD0000663,CUST00227,2024-05-21 18:52:12,2024-05-28 18:52:12,7,316.83,Apple Pay
ORD0000664,CUST00227,2025-06-13 05:47:24,2025-06-18 05:47:24,5,355.0,Apple Pay
ORD0000665,CUST00227,2024-11-22 08:15:11,2024-11-27 08:15:11,5,1573.48,PayPal
ORD0000666,CUST00227,2025-10-03 03:14:01,2025-10-13 03:14:01,10,645.5,Financing
ORD0000667,CUST00228,2024-07-16 12:27:06,2024-07-19 12:27:06,3,103.71,Credit Card
ORD0000668,CUST00229,2025-08-17 21:11:00,2025-08-22 21:11:00,5,365.33,Apple Pay
ORD0000669,CUST00229,2026-02-12 23:43:17,2026-02-15 23:43:17,3,407.32,Apple Pay
ORD0000670,CUST00230,2025-11-15 03:29:40,2025-11-20 03:29:40,5,98.22,Apple Pay
ORD0000671,CUST00230,2025-04-25 17:04:24,2025-04-28 17:04:24,3,565.06,PayPal
ORD0000672,CUST00230,2024-06-28 02:48:13,2024-07-01 02:48:13,3,393.66,Financing
ORD0000673,CUST00230,2026-02-16 07:06:23,2026-02-22 07:06:23,6,64.88,Credit Card
ORD0000674,CUST00231,2024-04-18 23:04:30,2024-04-24 23:04:30,6,673.59,Apple Pay
ORD0000675,CUST00232,2025-06-29 07:45:50,2025-07-06 07:45:50,7,90.34,Gift Card
ORD0000676,CUST00232,2024-11-16 06:54:02,2024-11-20 06:54:02,4,441.39,Credit Card
ORD0000677,CUST00233,2025-04-09 00:37:28,2025-04-13 00:37:28,4,511.34,Gift Card
ORD0000678,CUST00233,2025-04-16 06:18:39,2025-04-19 06:18:39,3,638.34,Gift Card
ORD0000679,CUST00233,2025-03-17 13:21:53,2025-03-22 13:21:53,5,48.94,Credit Card
ORD0000680,CUST00233,2024-12-30 01:39:01,2025-01-04 01:39:01,5,725.49,Gift Card
ORD0000681,CUST00234,2024-08-30 15:13:09,2024-09-09 15:13:09,10,1304.51,Credit Card
ORD0000682,CUST00234,2024-05-19 08:09:46,2024-05-25 08:09:46,6,620.38,Financing
ORD0000683,CUST00234,2024-10-22 12:58:10,2024-11-01 12:58:10,10,1262.2,Apple Pay
ORD0000684,CUST00234,2026-02-07 18:06:42,2026-02-11 18:06:42,4,330.33,Financing
ORD0000685,CUST00234,2025-04-15 11:56:56,2025-04-19 11:56:56,4,208.6,PayPal
ORD0000686,CUST00235,2024-07-07 01:10:11,2024-07-12 01:10:11,5,2868.73,Apple Pay
ORD0000687,CUST00235,2026-01-07 23:46:40,2026-01-12 23:46:40,5,303.98,PayPal
ORD0000688,CUST00236,2024-05-30 04:31:16,2024-06-06 04:31:16,7,348.59,Gift Card
ORD0000689,CUST00236,2025-02-14 16:09:34,2025-02-20 16:09:34,6,507.93,Credit Card
ORD0000690,CUST00236,2025-04-26 09:15:06,2025-05-03 09:15:06,7,373.01,PayPal
ORD0000691,CUST00236,2024-06-05 23:25:23,2024-06-10 23:25:23,5,152.32,PayPal
ORD0000692,CUST00236,2025-07-01 14:53:07,2025-07-05 14:53:07,4,344.93,Gift Card
ORD0000693,CUST00236,2025-08-11 08:08:59,2025-08-15 08:08:59,4,332.52,Apple Pay
ORD0000694,CUST00237,2025-09-24 14:48:21,2025-10-01 14:48:21,7,1842.51,Credit Card
ORD0000695,CUST00237,2024-05-21 01:46:37,2024-05-27 01:46:37,6,353.78,PayPal
ORD0000696,CUST00237,2024-08-05 06:49:40,2024-08-19 06:49:40,14,355.94,Financing
ORD0000697,CUST00237,2024-08-03 07:40:33,2024-08-10 07:40:33,7,379.99,PayPal
ORD0000698,CUST00237,2025-12-30 11:12:56,2026-01-05 11:12:56,6,237.98,Credit Card
ORD0000699,CUST00238,2025-06-20 14:31:18,2025-06-26 14:31:18,6,536.6,Credit Card
ORD0000700,CUST00238,2024-12-01 10:20:09,2024-12-06 10:20:09,5,272.82,Financing
ORD0000701,CUST00238,2024-06-14 14:19:06,2024-06-20 14:19:06,6,2344.83,Financing
ORD0000702,CUST00239,2024-10-19 05:02:46,2024-10-24 05:02:46,5,827.59,Credit Card
ORD0000703,CUST00239,2024-07-10 10:31:42,2024-07-15 10:31:42,5,112.64,Credit Card
ORD0000704,CUST00239,2025-06-16 21:40:00,2025-06-21 21:40:00,5,3622.69,Financing
ORD0000705,CUST00239,2025-11-24 04:41:24,2025-11-28 04:41:24,4,873.72,Credit Card
ORD0000706,CUST00240,2025-02-26 16:28:38,2025-03-01 16:28:38,3,319.97,Gift Card
ORD0000707,CUST00241,2025-07-24 09:00:41,2025-07-29 09:00:41,5,661.43,Gift Card
ORD0000708,CUST00241,2025-07-16 11:02:28,2025-07-28 11:02:28,12,159.24,Gift Card
ORD0000709,CUST00241,2025-12-14 14:54:31,2025-12-17 14:54:31,3,950.49,Gift Card
ORD0000710,CUST00242,2025-08-02 18:35:06,2025-08-12 18:35:06,10,754.31,Apple Pay
ORD0000711,CUST00242,2024-10-01 17:32:40,2024-10-07 17:32:40,6,282.36,Credit Card
ORD0000712,CUST00242,2025-12-02 22:24:25,2025-12-08 22:24:25,6,501.64,Financing
ORD0000713,CUST00242,2025-05-20 07:53:22,2025-05-22 07:53:22,2,162.9,Credit Card
ORD0000714,CUST00243,2025-01-29 21:11:30,2025-02-04 21:11:30,6,171.74,Apple Pay
ORD0000715,CUST00243,2025-03-25 08:37:46,2025-03-28 08:37:46,3,972.24,Apple Pay
ORD0000716,CUST00243,2026-03-16 02:10:49,2026-03-22 02:10:49,6,623.1,Apple Pay
ORD0000717,CUST00243,2025-03-19 07:20:56,2025-03-24 07:20:56,5,942.08,Gift Card
ORD0000718,CUST00244,2024-11-26 09:29:43,2024-11-30 09:29:43,4,681.47,Gift Card
ORD0000719,CUST00244,2026-02-06 13:06:00,2026-02-13 13:06:00,7,560.54,Credit Card
ORD0000720,CUST00245,2025-07-10 13:20:06,2025-07-15 13:20:06,5,280.08,Apple Pay
ORD0000721,CUST00246,2025-03-08 12:23:56,2025-03-11 12:23:56,3,557.34,PayPal
ORD0000722,CUST00247,2024-12-02 15:07:54,2024-12-05 15:07:54,3,1866.9,Financing
ORD0000723,CUST00247,2025-06-25 02:27:10,2025-06-27 02:27:10,2,30.33,Financing
ORD0000724,CUST00247,2025-08-04 19:13:11,2025-08-10 19:13:11,6,959.11,PayPal
ORD0000725,CUST00247,2024-05-26 05:12:20,2024-05-31 05:12:20,5,132.67,PayPal
ORD0000726,CUST00247,2025-07-26 22:46:30,2025-07-28 22:46:30,2,380.4,Credit Card
ORD0000727,CUST00247,2025-11-05 06:41:45,2025-11-09 06:41:45,4,747.57,Gift Card
ORD0000728,CUST00247,2024-06-25 12:16:45,2024-06-30 12:16:45,5,549.67,Financing
ORD0000729,CUST00248,2025-11-22 20:52:53,2025-12-04 20:52:53,12,642.26,Gift Card
ORD0000730,CUST00248,2024-09-17 19:52:43,2024-09-23 19:52:43,6,266.11,Gift Card
ORD0000731,CUST00248,2025-08-08 06:52:36,2025-08-14 06:52:36,6,739.99,Gift Card
ORD0000732,CUST00248,2024-09-20 08:13:34,2024-09-25 08:13:34,5,1363.16,Financing
ORD0000733,CUST00249,2024-10-31 23:47:33,2024-11-10 23:47:33,10,359.85,Apple Pay
ORD0000734,CUST00250,2025-09-04 09:42:15,2025-09-07 09:42:15,3,98.67,Credit Card
ORD0000735,CUST00250,2024-06-11 11:52:31,2024-06-16 11:52:31,5,393.84,Credit Card
ORD0000736,CUST00251,2024-08-09 10:11:16,2024-08-12 10:11:16,3,81.39,Credit Card
ORD0000737,CUST00251,2024-10-12 17:50:32,2024-10-17 17:50:32,5,277.55,Financing
ORD0000738,CUST00252,2024-08-22 10:33:02,2024-09-01 10:33:02,10,801.18,Apple Pay
ORD0000739,CUST00252,2025-06-12 04:18:45,2025-06-20 04:18:45,8,1121.24,PayPal
ORD0000740,CUST00252,2024-06-06 17:44:31,2024-06-09 17:44:31,3,362.55,Apple Pay
ORD0000741,CUST00253,2024-08-09 00:24:39,2024-08-19 00:24:39,10,149.4,Credit Card
ORD0000742,CUST00253,2024-04-11 12:18:37,2024-04-16 12:18:37,5,28.43,Apple Pay
ORD0000743,CUST00253,2025-02-20 17:45:03,2025-02-26 17:45:03,6,531.44,Gift Card
ORD0000744,CUST00254,2025-03-25 08:25:44,2025-03-30 08:25:44,5,729.81,Gift Card
ORD0000745,CUST00255,2025-09-26 21:14:26,2025-09-30 21:14:26,4,409.08,Financing
ORD0000746,CUST00255,2025-07-14 15:52:27,2025-07-19 15:52:27,5,1514.09,PayPal
ORD0000747,CUST00256,2025-04-09 10:14:05,2025-04-11 10:14:05,2,626.33,Credit Card
ORD0000748,CUST00257,2024-11-21 15:53:53,2024-12-05 15:53:53,14,68.72,Apple Pay
ORD0000749,CUST00257,2024-05-04 18:52:56,2024-05-12 18:52:56,8,52.61,Gift Card
ORD0000750,CUST00257,2024-10-06 05:27:40,2024-10-12 05:27:40,6,186.2,Apple Pay
ORD0000751,CUST00257,2024-11-19 05:05:44,2024-11-25 05:05:44,6,91.15,Gift Card
ORD0000752,CUST00258,2025-10-10 13:02:35,2025-10-16 13:02:35,6,500.15,Financing
ORD0000753,CUST00258,2024-11-15 00:41:01,2024-11-22 00:41:01,7,965.5,Financing
ORD0000754,CUST00258,2025-10-07 11:04:09,2025-10-14 11:04:09,7,837.99,Credit Card
ORD0000755,CUST00258,2026-02-06 02:39:44,2026-02-13 02:39:44,7,357.0,PayPal
ORD0000756,CUST00259,2025-03-28 02:11:19,2025-04-04 02:11:19,7,459.25,Financing
ORD0000757,CUST00259,2024-06-03 17:19:05,2024-06-09 17:19:05,6,196.46,Financing
ORD0000758,CUST00260,2025-09-25 08:12:54,2025-09-28 08:12:54,3,451.33,Financing
ORD0000759,CUST00260,2024-10-07 17:45:59,2024-10-12 17:45:59,5,2261.63,Credit Card
ORD0000760,CUST00260,2026-03-28 01:22:53,2026-04-07 01:22:53,10,2261.84,Financing
ORD0000761,CUST00260,2024-10-31 22:05:13,2024-11-06 22:05:13,6,95.08,Credit Card
ORD0000762,CUST00260,2025-12-12 08:36:36,2025-12-16 08:36:36,4,298.34,Gift Card
ORD0000763,CUST00261,2025-12-15 00:21:30,2025-12-21 00:21:30,6,1334.11,Financing
ORD0000764,CUST00261,2025-08-07 22:21:25,2025-08-10 22:21:25,3,472.44,PayPal
ORD0000765,CUST00261,2025-07-11 12:54:22,2025-07-17 12:54:22,6,858.1,Credit Card
ORD0000766,CUST00261,2025-09-04 23:46:35,2025-09-14 23:46:35,10,204.12,Gift Card
ORD0000767,CUST00261,2025-12-24 20:19:09,2025-12-29 20:19:09,5,261.99,Gift Card
ORD0000768,CUST00261,2026-04-04 15:16:22,2026-04-11 15:16:22,7,333.54,Gift Card
ORD0000769,CUST00262,2024-09-10 02:02:55,2024-09-14 02:02:55,4,585.15,PayPal
ORD0000770,CUST00262,2025-03-05 15:35:46,2025-03-12 15:35:46,7,123.77,Credit Card
ORD0000771,CUST00262,2024-07-07 14:01:00,2024-07-12 14:01:00,5,202.95,Credit Card
ORD0000772,CUST00262,2025-06-06 09:48:35,2025-06-12 09:48:35,6,1072.3,PayPal
ORD0000773,CUST00263,2024-10-01 01:10:59,2024-10-08 01:10:59,7,47.22,Apple Pay
ORD0000774,CUST00264,2025-08-25 11:13:03,2025-09-01 11:13:03,7,297.13,PayPal
ORD0000775,CUST00264,2024-08-03 03:47:42,2024-08-10 03:47:42,7,709.12,Financing
ORD0000776,CUST00264,2026-03-16 00:26:53,2026-03-20 00:26:53,4,389.77,Gift Card
ORD0000777,CUST00264,2024-11-01 18:10:46,2024-11-04 18:10:46,3,121.47,Apple Pay
ORD0000778,CUST00264,2026-01-11 11:57:11,2026-01-14 11:57:11,3,1295.65,Gift Card
ORD0000779,CUST00265,2024-07-28 21:54:28,2024-07-31 21:54:28,3,649.48,Gift Card
ORD0000780,CUST00266,2024-06-03 21:36:26,2024-06-15 21:36:26,12,791.32,Gift Card
ORD0000781,CUST00266,2024-05-25 18:09:54,2024-05-27 18:09:54,2,624.98,Financing
ORD0000782,CUST00266,2024-08-16 07:27:22,2024-08-22 07:27:22,6,316.08,Financing
ORD0000783,CUST00267,2025-12-16 02:05:55,2025-12-22 02:05:55,6,510.63,Financing
ORD0000784,CUST00267,2024-12-04 08:43:52,2024-12-10 08:43:52,6,754.95,Gift Card
ORD0000785,CUST00267,2025-07-15 14:51:22,2025-07-19 14:51:22,4,95.53,Financing
ORD0000786,CUST00268,2025-11-12 04:00:54,2025-11-17 04:00:54,5,433.19,Financing
ORD0000787,CUST00268,2026-01-09 15:23:03,2026-01-21 15:23:03,12,264.52,Apple Pay
ORD0000788,CUST00268,2025-06-25 13:13:11,2025-07-01 13:13:11,6,98.67,Apple Pay
ORD0000789,CUST00269,2026-03-25 22:42:17,2026-04-01 22:42:17,7,405.93,Financing
ORD0000790,CUST00269,2024-11-19 14:31:21,2024-11-25 14:31:21,6,107.07,Gift Card
ORD0000791,CUST00269,2025-03-16 12:50:42,2025-03-22 12:50:42,6,161.67,PayPal
ORD0000792,CUST00270,2024-07-15 00:33:05,2024-07-19 00:33:05,4,611.88,Credit Card
ORD0000793,CUST00271,2025-04-08 11:35:41,2025-04-12 11:35:41,4,1743.27,Credit Card
ORD0000794,CUST00272,2025-09-26 08:19:10,2025-09-30 08:19:10,4,276.89,Financing
ORD0000795,CUST00272,2024-12-01 15:06:07,2024-12-09 15:06:07,8,151.91,Credit Card
ORD0000796,CUST00272,2025-10-04 22:24:45,2025-10-11 22:24:45,7,90.34,Credit Card
ORD0000797,CUST00272,2025-02-16 01:44:02,2025-02-21 01:44:02,5,935.79,PayPal
ORD0000798,CUST00273,2024-11-06 21:28:05,2024-11-13 21:28:05,7,524.15,Credit Card
ORD0000799,CUST00273,2025-05-03 03:54:32,2025-05-06 03:54:32,3,972.04,Apple Pay
ORD0000800,CUST00273,2025-06-02 20:25:02,2025-06-08 20:25:02,6,630.42,Financing
ORD0000801,CUST00273,2025-04-27 23:26:29,2025-05-03 23:26:29,6,289.91,Financing
ORD0000802,CUST00274,2025-03-15 10:50:53,2025-03-22 10:50:53,7,70.59,PayPal
ORD0000803,CUST00274,2024-06-10 21:58:34,2024-06-17 21:58:34,7,131.64,Credit Card
ORD0000804,CUST00275,2025-07-17 22:38:34,2025-07-27 22:38:34,10,477.87,Credit Card
ORD0000805,CUST00276,2024-05-10 09:29:24,2024-05-15 09:29:24,5,1626.51,Gift Card
ORD0000806,CUST00276,2026-03-01 06:28:32,2026-03-09 06:28:32,8,54.98,PayPal
ORD0000807,CUST00277,2025-03-11 00:01:45,2025-03-18 00:01:45,7,52.49,Gift Card
ORD0000808,CUST00277,2025-10-31 23:08:10,2025-11-08 23:08:10,8,511.56,PayPal
ORD0000809,CUST00277,2024-12-15 18:56:28,2024-12-22 18:56:28,7,1574.63,PayPal
ORD0000810,CUST00277,2025-07-22 08:28:09,2025-07-27 08:28:09,5,413.99,Apple Pay
ORD0000811,CUST00277,2024-10-20 21:37:38,2024-10-26 21:37:38,6,35.16,Credit Card
ORD0000812,CUST00277,2024-04-29 12:35:16,2024-05-03 12:35:16,4,579.37,Gift Card
ORD0000813,CUST00277,2024-06-19 08:53:16,2024-06-29 08:53:16,10,23.66,PayPal
ORD0000814,CUST00278,2024-10-04 05:53:30,2024-10-10 05:53:30,6,1390.58,Financing
ORD0000815,CUST00279,2025-09-15 04:15:50,2025-09-22 04:15:50,7,122.03,Financing
ORD0000816,CUST00279,2026-01-18 17:49:45,2026-01-22 17:49:45,4,224.39,Apple Pay
ORD0000817,CUST00280,2026-02-06 19:37:42,2026-02-09 19:37:42,3,187.68,Financing
ORD0000818,CUST00280,2025-06-30 04:55:11,2025-07-03 04:55:11,3,787.67,Financing
ORD0000819,CUST00280,2025-07-09 11:11:45,2025-07-12 11:11:45,3,57.45,Credit Card
ORD0000820,CUST00280,2024-04-25 13:09:16,2024-04-29 13:09:16,4,507.06,Financing
ORD0000821,CUST00280,2025-11-24 10:35:53,2025-11-30 10:35:53,6,174.9,PayPal
ORD0000822,CUST00281,2025-09-13 14:40:06,2025-09-27 14:40:06,14,712.33,Gift Card
ORD0000823,CUST00281,2026-01-07 10:49:59,2026-01-15 10:49:59,8,57.59,Gift Card
ORD0000824,CUST00281,2024-11-04 18:28:51,2024-11-08 18:28:51,4,193.62,Financing
ORD0000825,CUST00281,2025-07-01 00:27:13,2025-07-06 00:27:13,5,625.72,PayPal
ORD0000826,CUST00282,2024-05-10 16:24:14,2024-05-20 16:24:14,10,119.37,PayPal
ORD0000827,CUST00282,2025-11-23 03:48:51,2025-11-30 03:48:51,7,376.3,Apple Pay
ORD0000828,CUST00282,2025-11-17 20:18:15,2025-11-27 20:18:15,10,626.86,Financing
ORD0000829,CUST00282,2024-08-23 12:13:23,2024-08-25 12:13:23,2,139.04,Gift Card
ORD0000830,CUST00282,2025-04-09 21:12:08,2025-04-12 21:12:08,3,370.28,PayPal
ORD0000831,CUST00282,2025-05-17 12:37:06,2025-05-21 12:37:06,4,919.27,Gift Card
ORD0000832,CUST00283,2025-08-28 11:26:54,2025-09-03 11:26:54,6,341.04,Financing
ORD0000833,CUST00283,2025-03-18 22:11:05,2025-03-26 22:11:05,8,1300.2,Credit Card
ORD0000834,CUST00284,2026-03-21 23:15:57,2026-03-24 23:15:57,3,232.69,Credit Card
ORD0000835,CUST00285,2024-11-11 11:38:44,2024-11-15 11:38:44,4,110.55,Credit Card
ORD0000836,CUST00285,2024-08-28 09:38:03,2024-09-02 09:38:03,5,151.27,Financing
ORD0000837,CUST00285,2025-07-08 01:45:59,2025-07-16 01:45:59,8,261.98,Apple Pay
ORD0000838,CUST00286,2025-03-13 23:54:59,2025-03-17 23:54:59,4,298.71,PayPal
ORD0000839,CUST00287,2025-08-15 11:40:34,2025-08-23 11:40:34,8,187.68,Financing
ORD0000840,CUST00288,2026-01-01 21:03:26,2026-01-06 21:03:26,5,216.25,Financing
ORD0000841,CUST00288,2025-04-26 08:51:52,2025-04-30 08:51:52,4,242.33,Gift Card
ORD0000842,CUST00288,2024-06-19 07:18:47,2024-06-26 07:18:47,7,487.53,Credit Card
ORD0000843,CUST00289,2025-04-09 12:03:36,2025-04-13 12:03:36,4,295.14,Gift Card
ORD0000844,CUST00289,2025-01-04 16:53:44,2025-01-11 16:53:44,7,325.9,Credit Card
ORD0000845,CUST00290,2025-02-20 14:35:29,2025-02-23 14:35:29,3,272.42,Gift Card
ORD0000846,CUST00290,2024-12-24 07:45:00,2024-12-27 07:45:00,3,90.14,Gift Card
ORD0000847,CUST00290,2024-12-14 19:23:27,2024-12-24 19:23:27,10,360.17,Apple Pay
ORD0000848,CUST00291,2025-09-11 22:37:31,2025-09-16 22:37:31,5,892.88,Financing
ORD0000849,CUST00291,2024-06-29 16:18:52,2024-07-05 16:18:52,6,252.61,PayPal
ORD0000850,CUST00291,2026-02-04 15:44:06,2026-02-09 15:44:06,5,655.35,Financing
ORD0000851,CUST00292,2024-08-12 08:25:26,2024-08-15 08:25:26,3,219.96,Apple Pay
