sku_id,embedding_vector,last_updated
SKU00091,"0.698606,0.689693,0.745203,0.493411,0.500000,-0.006635,-0.148701,0.078816,0.036855,0.121661,-0.102789,-0.005396,-0.010189,-0.028362,-0.041244,0.213765,0.032065,0.128831,-0.041924,0.055195,-0.032944,-0.020631,-0.007903,0.130585,-0.010108,-0.000966,0.067447,-0.169352,0.215898,-0.134156,0.019235,-0.021195,-0.145045,-0.155472,0.093638,-0.134953,-0.051977,-0.057416,0.212371,0.053615,0.113434,-0.081071,-0.075690,-0.027750,0.011206,-0.049512,0.026146,0.021354,0.054737,-0.072720",2026-03-24 21:57:15.982612
SKU00092,"0.535037,0.435966,0.496625,0.290417,0.500000,0.041688,0.182760,-0.028136,-0.041483,0.077187,-0.045987,0.138684,0.118534,-0.030145,-0.037586,0.120522,0.004594,0.113673,0.069917,0.083519,0.140824,-0.059032,-0.034775,-0.002688,-0.070429,-0.025563,-0.111467,0.051998,0.083534,-0.085314,0.040405,-0.020650,-0.242917,-0.019291,0.203624,0.159446,0.147747,0.109355,-0.104780,0.028974,0.104580,-0.006587,-0.106355,-0.136599,0.046614,0.022274,0.257693,-0.135755,0.098624,-0.012036",2026-04-08 21:57:15.982656
SKU00093,"0.341012,0.413976,0.894878,0.579642,0.500000,-0.488188,0.016788,0.083839,-0.013896,0.048784,-0.059249,-0.151973,0.061664,-0.166756,-0.159428,-0.007203,0.024030,-0.032249,-0.095422,0.038839,0.104951,0.011900,0.016882,0.127650,-0.003804,0.131007,0.107009,-0.026700,0.047021,-0.056820,0.053396,-0.039299,0.269256,-0.134931,0.015277,0.031948,0.027843,0.159907,0.034587,-0.070069,0.133230,0.018479,-0.084676,0.012666,-0.050476,-0.009857,-0.048069,0.013222,0.029437,-0.002810",2026-03-31 21:57:15.982698
SKU00094,"0.375888,0.755831,0.871964,0.543272,0.500000,0.067501,0.004970,-0.080077,-0.044297,-0.104586,0.146498,-0.106499,-0.019881,-0.022586,0.081830,-0.046583,-0.047496,0.117386,-0.036868,0.032141,0.028907,-0.054028,-0.101951,0.040092,-0.210322,-0.041319,0.010258,0.068325,-0.091212,0.031907,0.122313,-0.034371,0.053678,0.051335,0.055149,0.017533,0.167759,-0.019526,0.066578,-0.007518,0.039985,0.000236,0.041341,0.036237,-0.001759,0.126342,0.022141,-0.108490,-0.073944,0.134830",2026-03-24 21:57:15.982742
SKU00095,"0.560275,0.740638,0.895727,0.558781,0.500000,0.091009,0.015551,0.134743,0.092642,-0.151731,-0.033365,0.002772,-0.149179,-0.132407,0.166111,-0.048296,0.014908,-0.012624,-0.043371,-0.101574,0.046158,0.100960,-0.062399,-0.056879,-0.166832,0.020557,-0.047317,-0.212409,0.025615,-0.110956,0.093250,-0.081261,0.009156,0.099849,-0.023595,-0.183776,0.064546,0.084048,-0.183792,0.092067,0.167446,0.114857,-0.011065,0.238282,0.051045,0.146228,0.016447,-0.152760,-0.019568,-0.077854",2026-03-27 21:57:15.982785
SKU00096,"0.794418,0.490291,0.594950,0.336072,0.500000,-0.558364,-0.042090,0.030549,0.079785,0.063406,-0.022788,-0.092625,0.093161,-0.091094,-0.148875,0.098102,-0.033878,-0.019523,0.115511,-0.182764,0.020648,0.023639,-0.302211,-0.011330,-0.201595,-0.041227,0.004069,0.021218,-0.057662,-0.020986,-0.026704,-0.033566,0.055641,-0.122054,-0.107640,-0.063192,0.049800,-0.031504,0.129205,-0.016403,0.042463,-0.127914,0.065514,0.201443,-0.024252,-0.002638,-0.037251,-0.019826,-0.000397,-0.010639",2026-04-03 21:57:15.982827
SKU00097,"0.760760,0.732967,0.887737,0.524005,0.500000,-0.028235,0.036305,-0.062088,-0.053230,0.049692,-0.125137,0.039937,0.021167,-0.132003,-0.152004,-0.285268,-0.017515,0.113515,0.047285,-0.165457,-0.013911,-0.009214,0.053530,-0.171031,-0.083341,-0.067290,0.143742,0.011699,0.047437,-0.043477,-0.045755,0.096912,-0.022185,-0.092311,-0.077831,0.112719,-0.092820,-0.068400,0.106143,-0.150080,-0.036250,-0.069581,-0.203325,0.074359,0.075311,0.102104,0.075374,0.027905,-0.085349,-0.147276",2026-03-17 21:57:15.982870
SKU00098,"0.813352,0.424815,0.569653,0.382994,0.500000,0.040048,-0.154180,-0.027032,0.073186,0.057851,0.010425,-0.096750,0.002096,-0.113863,0.079210,0.045740,0.018899,-0.060779,-0.140712,0.003939,0.000948,0.092103,-0.076858,-0.017796,0.106873,0.012724,0.085561,-0.019185,-0.031992,0.126690,-0.133642,0.075457,-0.063003,-0.033768,0.017348,-0.043281,-0.102405,-0.176640,0.125683,-0.174887,-0.129825,0.061103,-0.121903,-0.096304,-0.023978,-0.118653,0.047086,-0.023756,-0.124179,-0.142313",2026-03-14 21:57:15.982914
SKU00099,"0.818894,0.518530,0.471735,0.589811,0.500000,-0.083258,-0.103534,-0.010883,0.152722,-0.023296,-0.117139,-0.087115,-0.077743,-0.315015,0.076129,-0.216969,0.056613,0.026509,0.092901,-0.004145,0.109701,-0.108958,-0.158310,0.087194,-0.174279,0.054271,-0.091572,-0.045058,-0.062409,0.152352,-0.016005,-0.125535,-0.038324,0.033496,0.045441,0.048676,-0.065027,0.058954,0.080915,-0.025828,-0.068633,-0.175741,0.093694,0.012807,0.028827,-0.066781,-0.025432,-0.074029,-0.027760,0.037415",2026-03-24 21:57:15.982957
SKU00100,"0.734938,0.450838,0.494642,0.456985,0.500000,-0.536705,-0.027822,-0.018167,-0.002263,-0.011332,-0.042712,0.047686,-0.028453,0.102559,0.016909,-0.232489,-0.003503,0.044611,0.057251,-0.010219,0.008971,-0.073261,-0.235610,0.063942,0.034485,0.117736,-0.137463,-0.292743,0.118483,0.119308,-0.151670,0.246839,0.049377,-0.087094,0.104371,-0.083043,-0.146013,-0.074628,0.177461,0.066392,0.029424,0.073351,-0.119943,-0.006156,0.053235,0.132967,0.032657,-0.111404,0.022005,0.083820",2026-03-16 21:57:15.982999
SKU00101,"0.653114,0.735659,0.472663,0.463822,0.500000,-0.212118,-0.121014,-0.080954,0.047186,0.086379,-0.054793,-0.054989,-0.069738,0.001710,0.165773,0.013983,-0.122137,0.068567,0.057673,-0.027791,0.021499,0.122759,-0.182772,-0.117416,0.129037,-0.019823,0.152680,-0.110004,0.083213,0.021443,0.188519,0.037969,0.117082,-0.032973,-0.092206,0.074886,0.023357,-0.148766,0.017282,-0.161414,0.058197,0.164755,-0.131797,0.067783,-0.006194,0.007401,-0.105588,0.085574,-0.157881,-0.101264",2026-03-19 21:57:15.983041
SKU00102,"0.929791,0.565471,0.726486,0.402464,0.500000,0.759664,0.088957,-0.062010,-0.102402,-0.089930,-0.152898,0.140622,-0.018601,-0.000114,0.017611,-0.120182,0.009927,0.058728,0.121271,-0.193383,-0.006579,0.088035,-0.032986,-0.079642,0.071954,0.204634,-0.050815,0.078648,0.073849,0.134107,-0.082371,0.098061,-0.035660,0.187278,0.087540,0.246762,0.069812,-0.026290,0.059406,-0.033985,-0.026461,-0.122449,-0.153421,-0.011633,-0.131998,-0.037938,0.164199,-0.146958,-0.135500,0.057467",2026-03-25 21:57:15.983092
SKU00103,"0.683858,0.670305,0.709305,0.441461,0.500000,0.014247,-0.073819,-0.173577,0.154745,-0.232971,-0.061446,0.104904,0.029327,0.191114,-0.001137,-0.141475,-0.104419,-0.132580,-0.062880,0.043036,-0.150261,0.022792,-0.016989,0.091039,0.193115,-0.006682,-0.069616,-0.043368,0.076580,0.014477,-0.001802,-0.123026,-0.041575,0.117806,0.117613,-0.128388,-0.049209,0.017014,-0.207066,-0.012232,-0.134277,0.027525,0.134202,0.020301,-0.047862,-0.106897,-0.025623,-0.021221,-0.162532,-0.029608",2026-03-19 21:57:15.983137
SKU00104,"0.778400,0.567640,0.699650,0.504787,0.500000,0.117156,0.130951,-0.154625,0.039687,0.065532,0.003112,0.021470,-0.005462,0.080988,-0.221792,0.048350,-0.027630,-0.150179,0.077543,-0.102019,-0.095093,0.031518,0.059373,0.022302,0.023451,-0.091696,-0.223101,-0.158239,-0.005624,-0.075442,0.175779,0.136010,0.018098,-0.049050,0.091118,-0.005026,0.046628,-0.010004,0.010714,0.076815,-0.074799,-0.111777,-0.092322,0.025183,-0.155238,0.140297,-0.183278,0.142014,0.046487,0.010402",2026-03-11 21:57:15.983181
SKU00105,"0.585598,0.513314,0.600156,0.447107,0.500000,0.019371,-0.119067,-0.051453,-0.160443,-0.057152,-0.009766,-0.003424,-0.049520,-0.099582,-0.187086,0.113358,-0.126833,0.056463,-0.066135,-0.033293,0.016205,-0.115651,0.088951,-0.177969,0.091040,0.044334,-0.187548,0.165950,0.053030,0.083877,-0.024314,-0.008532,0.030524,0.088977,-0.078542,0.091826,0.015144,0.049475,-0.058009,0.031616,-0.134988,0.053430,0.002411,-0.022044,-0.231515,-0.146602,0.250314,0.049503,-0.083678,-0.142398",2026-03-16 21:57:15.983225
SKU00106,"0.806343,0.676662,0.882819,0.513079,0.500000,0.154774,0.011490,0.090134,0.008718,0.086733,-0.113948,0.013569,-0.082796,0.022314,0.041073,0.149901,0.044299,-0.011452,-0.137157,-0.130583,-0.059888,-0.010238,0.123875,0.137956,0.065122,-0.060468,-0.080373,0.177768,0.022871,0.016095,-0.005849,-0.214249,0.113603,0.143863,-0.175352,-0.081431,-0.078364,0.147934,0.076322,0.234683,0.065402,0.000995,0.107139,0.061592,0.067930,0.107825,-0.050666,0.075444,-0.030204,-0.092655",2026-04-08 21:57:15.983267
SKU00107,"0.716132,0.667743,0.515640,0.456902,0.500000,-0.041058,-0.034600,0.149342,0.048392,0.129567,-0.032283,0.071792,-0.047723,-0.053002,-0.041811,0.030948,0.110183,0.061351,0.120614,0.014429,-0.186385,-0.104029,-0.137112,0.005600,-0.025970,-0.012959,0.100317,0.127255,0.054148,-0.152948,-0.010543,0.066966,0.094534,0.057096,-0.200694,-0.166666,0.004651,-0.154533,-0.141365,-0.128411,-0.045245,0.111840,-0.002659,0.073826,-0.014451,0.067211,0.186068,0.021545,0.005838,0.011301",2026-03-27 21:57:15.983309
SKU00108,"0.951656,0.668405,0.748512,0.535394,0.500000,-0.013986,-0.120147,0.110232,0.123507,0.191318,-0.088906,0.133221,-0.121531,0.077660,0.046651,-0.129447,0.075343,0.254718,-0.035451,-0.112254,-0.010772,-0.127591,-0.005774,-0.019819,0.002873,-0.112731,0.098827,0.086715,-0.029871,-0.142287,-0.061290,0.002505,0.080526,0.081539,-0.094804,0.141134,0.146152,-0.012977,-0.022403,0.062313,-0.003969,-0.058595,0.008603,0.094287,-0.130631,0.010025,-0.079919,0.079686,-0.103843,0.152118",2026-03-17 21:57:15.983352
SKU00109,"0.798545,0.524629,0.822827,0.406817,0.500000,-0.127454,0.108431,-0.040871,-0.075916,0.213759,-0.019453,0.049949,0.046055,-0.011243,0.300653,0.011725,0.154210,0.011679,0.093237,0.059863,-0.033258,0.054412,0.075380,0.043050,-0.027762,-0.079658,0.130443,-0.076638,-0.096180,0.123183,-0.046533,-0.161902,0.042454,-0.072234,0.035942,-0.059529,0.148652,0.051127,0.066430,0.105365,-0.078635,-0.047358,-0.298002,-0.150431,0.103630,-0.030965,-0.093273,-0.108060,0.003449,0.003587",2026-03-15 21:57:15.983395
SKU00110,"0.315861,0.613987,0.418849,0.319949,0.500000,0.045337,0.278338,-0.083506,0.077502,0.040230,-0.137546,0.013522,-0.133275,-0.040392,0.002133,0.113981,0.016377,-0.242246,-0.080959,0.183862,-0.096644,0.263978,0.008629,-0.012287,0.118586,0.042870,-0.110006,-0.078426,-0.024524,0.086353,0.042381,-0.046668,0.066282,0.039015,0.127234,0.058331,-0.145439,-0.006158,0.110746,0.019320,0.243150,-0.050036,0.024589,0.015242,-0.056395,0.067641,-0.051985,-0.025861,0.049035,-0.035119",2026-03-20 21:57:15.983439
SKU00111,"0.753963,0.449538,0.435268,0.602794,0.500000,0.033997,-0.159435,0.062581,-0.198800,0.038793,0.047710,-0.192665,0.168105,0.126587,0.056295,0.129610,-0.186398,0.105920,-0.067005,0.048442,-0.135275,0.045845,0.196196,0.030010,-0.062445,0.013769,0.113308,-0.228748,0.125965,-0.179507,-0.123478,-0.249958,0.117415,0.059925,0.000455,0.023168,0.161851,0.143715,-0.010985,0.074072,-0.066152,-0.013893,-0.016662,0.093531,-0.039217,-0.049700,0.101468,0.046029,0.014534,0.022311",2026-03-21 21:57:15.983482
SKU00112,"0.753728,0.556887,0.873890,0.424449,0.500000,-0.130162,-0.060329,0.019957,-0.035553,0.251746,0.055052,-0.009813,-0.039878,-0.074561,0.042439,0.068650,0.032879,0.084367,0.073871,-0.000152,0.087037,0.072510,-0.124334,0.084854,-0.138028,-0.089174,0.081403,-0.057049,0.054540,-0.219733,0.025751,0.011772,0.019303,-0.061450,0.039982,0.022847,-0.064575,0.057386,0.160042,0.034535,-0.001953,-0.047686,0.039934,0.093671,-0.118929,0.038710,-0.168049,0.248593,-0.005227,0.096285",2026-03-28 21:57:15.983525
SKU00113,"0.312674,0.676019,0.558051,0.328728,0.500000,0.044108,-0.089728,0.025092,-0.123032,-0.108223,-0.074030,-0.087763,0.190650,0.051405,-0.043862,0.162200,0.039509,0.095098,0.023902,-0.055374,-0.126534,0.006538,-0.048038,0.074712,-0.188447,0.024507,0.030739,0.103252,-0.098337,-0.176764,0.129198,-0.007163,-0.066858,0.022904,-0.086440,-0.134927,-0.048114,0.039020,0.029440,0.156520,-0.049027,-0.046806,0.015847,0.019970,0.110688,-0.128612,-0.021467,-0.011296,0.126635,0.053434",2026-03-27 21:57:15.983569
SKU00114,"0.534844,0.594954,0.745708,0.321286,0.500000,0.134767,0.109192,0.023646,0.032430,0.103091,-0.025673,-0.038615,0.059876,-0.046188,0.249122,-0.002150,-0.035842,0.091459,0.111074,-0.007220,-0.173653,-0.002502,0.090180,-0.085763,-0.197408,0.003343,-0.083991,0.042885,-0.126861,-0.117216,0.011302,0.002704,-0.012947,0.050522,-0.163877,-0.088257,0.047832,-0.096877,0.144263,0.003722,-0.005962,-0.086049,0.018143,0.047499,-0.187878,-0.033168,0.107493,0.077455,0.126942,-0.067410",2026-04-01 21:57:15.983612
SKU00115,"0.857515,0.682912,0.526086,0.316209,0.500000,0.043399,0.043182,-0.025237,-0.001909,-0.008823,-0.118197,-0.093921,0.060266,0.047059,0.178639,-0.158625,0.015207,-0.006153,-0.042894,0.110694,-0.004853,0.141075,0.001789,0.214793,-0.088130,-0.004110,0.128755,0.064361,0.147570,0.005900,0.081624,-0.092499,-0.048991,0.060885,-0.025196,0.083901,-0.050444,-0.128276,0.113977,-0.077156,0.012389,-0.055212,-0.065941,0.028340,0.062416,0.029557,0.101177,-0.133762,-0.087449,0.026145",2026-03-21 21:57:15.983654
SKU00116,"0.707231,0.699206,0.818265,0.558361,0.500000,-0.061988,0.004271,-0.098036,0.095103,-0.037350,0.179259,0.062198,-0.118967,0.042916,-0.075209,0.039288,0.099667,0.016071,-0.047201,-0.037754,-0.161875,-0.090927,0.120830,0.074640,-0.115089,-0.130702,0.108957,-0.048962,0.141128,0.053718,0.045145,0.057517,0.160270,0.029482,0.027461,-0.129207,0.020700,-0.010830,0.072184,-0.109705,0.065558,-0.102829,-0.109465,0.154808,0.090300,0.131383,0.071495,0.021389,0.203972,-0.052211",2026-03-25 21:57:15.983696
SKU00117,"0.638801,0.773147,0.861323,0.568304,0.500000,-0.274794,0.135709,-0.022791,0.077152,0.010173,0.126136,0.054011,0.067283,0.034239,-0.031066,0.019311,-0.015070,0.072137,0.033163,0.099301,-0.081508,0.090372,-0.065458,0.065687,-0.020733,-0.095093,-0.026071,-0.037634,0.197723,-0.176410,-0.088829,-0.069491,0.185913,0.079448,0.078483,0.058262,0.059740,0.076049,0.003602,-0.074186,0.055195,0.154881,-0.039342,0.154440,0.060371,0.105320,-0.057730,-0.087058,0.175977,0.077641",2026-04-06 21:57:15.983738
SKU00118,"0.592543,0.561697,0.896633,0.443141,0.500000,0.032419,-0.156226,-0.122705,-0.112994,-0.018177,0.122196,0.017857,0.091044,-0.101220,-0.076042,-0.148114,0.017186,-0.134145,0.026887,0.017661,-0.128316,0.060181,0.169818,0.053784,-0.119092,-0.153723,-0.058154,-0.028753,-0.089275,0.097677,0.009377,0.035522,0.000700,0.224178,0.055248,0.071623,-0.109255,-0.088301,0.173402,0.018154,-0.086987,0.154858,0.084493,-0.025068,-0.119732,-0.194323,-0.066854,0.075387,0.042292,-0.140332",2026-03-17 21:57:15.983780
SKU00119,"0.576782,0.687694,0.535775,0.479958,0.500000,0.628059,-0.055494,-0.102200,0.058093,-0.019334,-0.077920,-0.079080,-0.025433,-0.222847,-0.055945,-0.065773,-0.145042,0.049478,0.138358,0.108019,-0.005567,-0.194300,-0.160746,-0.100977,0.126649,-0.034135,0.059466,-0.067920,-0.051584,0.076861,-0.013868,-0.042104,-0.066627,-0.011571,-0.086152,-0.022571,0.116272,0.041704,0.148651,-0.161368,-0.044204,-0.018739,-0.055725,0.061322,0.233154,0.171657,-0.047764,-0.030495,0.017021,0.056128",2026-03-22 21:57:15.983822
SKU00120,"0.806127,0.771761,0.502401,0.494507,0.500000,0.459222,0.020681,0.023379,0.123623,0.163292,-0.045195,-0.006314,0.125299,0.049533,0.004702,0.107911,0.116342,0.036490,-0.022293,0.008109,-0.070834,0.051758,0.055191,-0.104816,-0.123728,0.252989,0.117834,-0.041578,-0.066398,0.016401,0.066654,-0.124749,-0.217371,-0.030962,0.017257,-0.050365,0.212581,0.090486,0.014311,0.208083,0.122203,0.039202,-0.073514,0.166932,-0.132538,-0.090205,-0.029120,-0.015959,-0.107259,0.118435",2026-03-31 21:57:15.983864
SKU00121,"0.612926,0.634119,0.528207,0.577997,0.500000,-0.006449,0.035371,0.116261,-0.108113,0.016746,0.103804,0.007763,0.076476,-0.186959,0.074279,0.074755,-0.125166,-0.029359,0.064803,-0.079230,0.149717,0.159635,-0.053761,-0.049909,0.094967,-0.029894,0.104706,0.022906,-0.155056,-0.039058,-0.132140,-0.023616,0.127506,-0.109531,0.093954,0.141939,0.006830,-0.135764,0.032449,0.113171,-0.039274,0.051761,-0.086326,-0.137275,-0.053607,0.196544,0.038200,0.033386,-0.014260,-0.000042",2026-03-19 21:57:15.983906
SKU00122,"0.619144,0.712019,0.635813,0.518235,0.500000,-0.502915,-0.026826,0.130679,0.076199,0.193025,0.002093,-0.098756,0.044168,0.035475,0.145299,-0.088994,0.061226,0.095538,-0.042904,0.017917,0.163478,0.032310,-0.090131,-0.030988,0.044353,0.102617,-0.098655,0.231822,-0.175249,-0.207168,0.096109,0.023773,-0.142446,-0.011299,-0.060549,0.117912,0.198951,-0.152791,0.064251,-0.188771,-0.032743,-0.058406,0.096364,-0.031588,-0.050543,0.169071,-0.018130,-0.233050,0.047586,-0.162388",2026-03-26 21:57:15.983949
SKU00123,"0.731932,0.513020,0.539504,0.555625,0.500000,0.098933,0.102038,0.094770,-0.143362,0.022736,-0.018107,-0.009596,-0.115063,-0.038473,0.118599,-0.003670,-0.063389,-0.082321,-0.103031,-0.042044,-0.104122,0.103741,0.067564,0.114525,0.041849,-0.004690,0.007893,0.136522,-0.075154,0.119005,-0.065434,-0.019615,0.109600,0.047914,0.100107,-0.123369,0.017873,-0.120549,-0.016575,-0.017969,-0.181884,-0.003368,0.046895,0.129986,-0.018624,-0.075970,-0.016821,0.090162,-0.016551,-0.009827",2026-04-03 21:57:15.983993
SKU00124,"0.523096,0.738005,0.429525,0.516238,0.500000,-0.116917,0.089661,0.023266,0.038092,-0.035545,-0.049104,0.083292,0.276440,0.121530,0.159603,0.139124,-0.013691,-0.040157,-0.126073,0.022531,-0.032662,0.121118,0.051999,-0.012094,-0.038963,0.110652,0.060047,-0.043881,0.022300,-0.122345,-0.104387,-0.005555,0.000658,0.085429,-0.010905,-0.072919,-0.134503,-0.057901,0.125152,0.080783,-0.020338,0.102894,0.124683,-0.001029,-0.119027,-0.179533,0.074965,0.025986,-0.113051,0.020472",2026-03-19 21:57:15.984035
SKU00125,"0.907037,0.734980,0.561495,0.471483,0.500000,0.042666,0.042610,0.085185,0.051432,0.041666,0.116682,0.133654,0.238097,-0.049309,-0.011327,0.056191,0.237357,0.124451,-0.025469,0.088123,0.037334,0.120401,-0.067148,-0.154851,0.029288,-0.004920,-0.032530,-0.172394,0.117395,-0.040262,0.173222,0.119405,-0.144186,0.034491,-0.173209,0.244210,0.088899,0.025808,-0.161004,0.138154,-0.055917,0.056168,-0.087463,-0.000231,0.073204,0.103882,0.178537,0.025182,0.022873,0.016556",2026-03-26 21:57:15.984078
SKU00126,"0.804347,0.648094,0.672401,0.545194,0.500000,0.203038,0.078129,0.013228,0.061532,-0.202000,-0.195971,0.107013,0.022366,-0.032675,0.169677,0.018246,-0.087892,0.003563,0.005776,-0.194415,-0.026476,0.144288,0.034656,-0.070776,0.111641,0.032497,0.009319,0.217522,0.074783,-0.195844,0.067023,0.116072,0.074870,-0.068160,0.040144,-0.015446,-0.117664,-0.046660,-0.055195,0.043494,0.081909,0.089960,0.126391,-0.105111,0.081503,-0.166665,0.099970,0.057521,0.063358,-0.240738",2026-04-07 21:57:15.984120
SKU00127,"0.842330,0.533511,0.689657,0.592557,0.500000,-0.062816,0.056425,-0.073158,0.116068,0.112821,-0.027014,-0.000547,-0.072606,-0.111224,-0.022456,0.005764,-0.055873,0.204682,-0.006164,0.136750,-0.186686,-0.125656,0.017370,0.002577,0.076858,-0.037015,0.036795,-0.086396,-0.185491,0.024888,0.005269,-0.000409,0.030795,-0.119810,0.052940,0.024988,0.038103,0.069691,-0.124497,-0.169299,-0.155477,-0.079665,0.000612,0.003867,0.120320,0.022313,0.130560,0.006668,0.042016,-0.104704",2026-03-26 21:57:15.984162
SKU00128,"0.697506,0.465342,0.452157,0.701063,0.500000,-0.089848,-0.246150,-0.139021,-0.084630,-0.058744,-0.030571,0.001258,0.135538,-0.110161,0.060814,-0.003172,-0.074936,-0.041446,-0.148201,0.028954,-0.096984,0.140975,0.025311,0.018198,0.006977,-0.119393,-0.029989,0.032357,-0.016753,0.053173,-0.051412,0.015866,-0.057058,0.145692,-0.075414,-0.117128,-0.050965,-0.050077,-0.041295,0.224624,0.023638,0.008744,-0.063655,-0.062590,0.010267,0.003725,0.032741,0.068126,0.121697,-0.020516",2026-04-06 21:57:15.984213
SKU00129,"0.994745,0.764727,0.619565,0.523405,0.500000,0.006136,-0.040041,-0.082995,0.043378,0.058757,-0.235116,-0.072068,-0.036114,-0.029148,0.106856,-0.040187,-0.101379,0.017713,-0.030693,-0.071599,0.060687,-0.079166,0.024580,-0.055720,0.012680,-0.151204,-0.063995,0.025047,0.153048,-0.184664,0.186884,0.185559,0.003642,0.166554,-0.075629,-0.032555,0.076272,0.027759,-0.092129,-0.120650,0.087493,0.102209,-0.005410,0.086874,-0.069439,0.067885,-0.060989,0.153466,0.146898,-0.203652",2026-03-16 21:57:15.984261
SKU00130,"0.901498,0.533561,0.527130,0.452958,0.500000,-0.020002,0.060848,-0.114505,0.208002,-0.201444,0.049788,0.064406,0.087773,-0.093708,-0.023545,0.092357,-0.165885,-0.047849,0.081645,0.172905,-0.140422,0.039621,0.028131,0.002733,-0.086485,0.019223,-0.042022,0.099572,0.080161,0.070894,0.011631,0.143566,0.131136,-0.081130,0.054158,0.044849,-0.063160,0.072981,-0.022421,-0.107681,0.124427,-0.015365,-0.159829,-0.104615,0.005261,0.060326,-0.000964,-0.082345,0.089101,0.052161",2026-03-24 21:57:15.984306
SKU00131,"0.601128,0.528930,0.788447,0.551681,0.500000,0.063090,0.228095,-0.144727,-0.005086,0.108514,-0.063909,0.102941,0.166465,0.092562,-0.197402,-0.052115,-0.166989,-0.015040,-0.020120,0.003666,-0.084954,-0.006554,0.016185,-0.124308,0.075140,0.014564,0.155601,0.024312,-0.168594,-0.177821,0.065101,0.165486,-0.096429,-0.053716,0.024097,-0.158123,-0.021686,0.071795,-0.051860,-0.112904,-0.295984,0.072167,0.008279,-0.088344,0.026617,-0.065405,0.013638,0.076376,-0.163925,0.003284",2026-03-26 21:57:15.984350
SKU00132,"0.603585,0.751499,0.498334,0.610001,0.500000,-0.037103,-0.126600,-0.179663,0.019050,0.064108,-0.095197,0.077588,0.000752,-0.135229,0.003647,0.099084,-0.006240,-0.038357,0.016471,0.000027,-0.058422,-0.094501,-0.202600,0.091183,0.060614,0.053907,0.028121,0.010540,-0.082020,0.023432,0.096077,0.031383,-0.043936,0.050202,-0.020766,-0.082810,-0.103757,0.028795,0.080901,-0.102909,-0.000735,-0.040532,-0.015573,0.164891,-0.061935,-0.060539,0.118611,-0.041745,0.065617,-0.179343",2026-03-11 21:57:15.984393
SKU00133,"0.590511,0.452723,0.843521,0.598731,0.500000,-0.044145,-0.079097,-0.086359,-0.004081,0.109001,-0.109442,0.157782,0.007351,-0.040539,0.196059,-0.108040,-0.055110,-0.090936,0.070805,-0.029193,-0.098574,-0.035079,0.087467,0.044407,-0.012748,0.026466,-0.052666,-0.115233,-0.037529,0.090880,-0.112729,0.057904,0.034390,-0.099670,-0.116284,0.026731,0.064440,-0.066813,-0.046444,-0.051712,-0.006250,0.162222,0.114751,-0.027674,-0.059630,0.028419,0.100520,-0.086065,0.004454,-0.112633",2026-03-30 21:57:15.984437
SKU00134,"0.606068,0.665144,0.882724,0.521976,0.500000,0.053948,-0.103231,0.095082,-0.027818,0.013891,0.127174,0.174123,-0.042791,0.007254,-0.019348,0.139752,0.159173,-0.173965,0.015246,-0.002217,-0.051487,-0.058075,0.204503,0.061703,0.141678,0.118968,-0.017355,0.057685,0.016023,0.043313,-0.052318,-0.013230,-0.153774,0.079675,0.067083,-0.014294,0.040922,0.076372,0.015520,0.136652,-0.178349,0.011645,0.049780,-0.072850,-0.014827,0.069069,0.092362,-0.120256,0.046484,-0.029332",2026-03-12 21:57:15.984480
SKU00135,"0.472385,0.556118,0.845511,0.545155,0.500000,0.087239,0.034326,-0.113597,0.078861,0.143100,0.147373,0.128755,-0.101938,-0.072526,0.040709,-0.204142,-0.083401,0.001443,0.102265,-0.038125,0.074474,0.056563,0.135132,0.000209,-0.043669,0.005519,0.080758,0.123846,-0.164074,0.109789,0.044107,0.047309,-0.005568,-0.065671,-0.000688,-0.138046,-0.047410,0.015140,-0.213161,-0.075661,0.149057,0.097156,-0.041192,0.172907,0.009419,-0.107103,-0.166846,-0.138392,0.133536,-0.158296",2026-03-24 21:57:15.984523
SKU00136,"0.708751,0.616495,0.426454,0.331054,0.500000,-0.020392,-0.211223,-0.031073,-0.043322,-0.078914,-0.062081,-0.083439,-0.011919,-0.098253,0.013411,-0.048298,-0.111710,-0.050689,0.175847,0.028401,0.000852,0.064099,0.053977,0.017297,-0.056067,-0.043173,-0.140296,0.090619,0.110535,0.106325,-0.108964,-0.145518,-0.079594,0.019026,0.031414,-0.111429,0.224812,-0.094633,-0.076949,-0.078794,-0.034116,0.164471,-0.098882,0.052308,-0.241271,0.057173,-0.082341,0.004475,-0.026433,-0.012417",2026-03-22 21:57:15.984564
SKU00137,"0.569914,0.659212,0.522727,0.478323,0.500000,0.153803,-0.036901,0.026599,0.013745,0.066791,0.131127,-0.144219,0.062872,-0.133336,0.090739,-0.187203,0.031057,-0.122432,-0.013409,0.006136,0.164263,-0.052811,-0.087869,0.205519,-0.020161,-0.065608,0.020576,0.010519,0.085951,-0.000276,-0.080656,-0.053719,-0.068646,0.015456,-0.054353,-0.087940,-0.213709,0.017306,0.076283,0.048767,-0.098472,0.019261,-0.199264,0.102727,-0.045003,0.024129,0.043621,0.161150,-0.081349,-0.140836",2026-04-05 21:57:15.984607
