sku_id,date,avg_rating,return_rate,sentiment_score,delivery_score,quality_score,Value_score
SKU00068,2024-02-25,4.76,0.324,0.819,0.866,0.589,0.691
SKU00068,2024-03-03,4.8,0.33,0.835,0.874,0.597,0.699
SKU00068,2024-03-10,5.0,0.359,0.924,0.919,0.641,0.743
SKU00068,2024-03-17,4.77,0.325,0.821,0.867,0.59,0.692
SKU00068,2024-03-24,4.77,0.324,0.819,0.866,0.589,0.691
SKU00068,2024-03-31,4.77,0.325,0.821,0.867,0.59,0.692
SKU00068,2024-04-07,5.0,0.362,0.934,0.924,0.646,0.748
SKU00068,2024-04-14,4.82,0.331,0.841,0.877,0.6,0.701
SKU00068,2024-04-21,5.0,0.361,0.93,0.922,0.644,0.746
SKU00068,2024-04-28,4.75,0.322,0.813,0.863,0.586,0.688
SKU00068,2024-05-05,4.9,0.342,0.872,0.893,0.615,0.717
SKU00068,2024-05-12,4.68,0.312,0.783,0.848,0.571,0.673
SKU00068,2024-05-19,4.66,0.31,0.776,0.845,0.567,0.669
SKU00068,2024-05-26,4.85,0.336,0.854,0.884,0.606,0.708
SKU00068,2024-06-02,4.72,0.318,0.8,0.857,0.579,0.681
SKU00068,2024-06-09,4.73,0.32,0.806,0.86,0.582,0.684
SKU00068,2024-06-16,4.84,0.334,0.85,0.882,0.604,0.706
SKU00068,2024-06-23,4.73,0.32,0.806,0.86,0.582,0.684
SKU00068,2024-06-30,4.83,0.333,0.844,0.879,0.601,0.703
SKU00068,2024-07-07,4.74,0.321,0.809,0.861,0.584,0.686
SKU00068,2024-07-14,4.78,0.326,0.825,0.869,0.592,0.694
SKU00068,2024-07-21,4.81,0.33,0.836,0.875,0.597,0.699
SKU00068,2024-07-28,4.83,0.333,0.846,0.88,0.602,0.704
SKU00068,2024-08-04,4.84,0.334,0.85,0.882,0.604,0.706
SKU00068,2024-08-11,4.73,0.32,0.807,0.86,0.583,0.685
SKU00068,2024-08-18,4.8,0.329,0.833,0.873,0.596,0.698
SKU00068,2024-08-25,4.52,0.292,0.723,0.818,0.541,0.643
SKU00068,2024-09-01,4.71,0.317,0.798,0.856,0.578,0.68
SKU00068,2024-09-08,5.0,0.391,1.0,0.966,0.688,0.79
SKU00068,2024-09-15,5.0,0.364,0.938,0.926,0.648,0.75
SKU00068,2024-09-22,4.64,0.307,0.768,0.841,0.563,0.665
SKU00068,2024-09-29,4.83,0.333,0.845,0.879,0.602,0.704
SKU00068,2024-10-06,4.66,0.311,0.779,0.846,0.569,0.671
SKU00068,2024-10-13,4.76,0.324,0.819,0.866,0.589,0.691
SKU00068,2024-10-20,4.85,0.335,0.851,0.882,0.605,0.707
SKU00068,2024-10-27,4.93,0.347,0.887,0.9,0.623,0.725
SKU00068,2024-11-03,4.93,0.346,0.885,0.899,0.622,0.724
SKU00068,2024-11-10,4.77,0.325,0.82,0.867,0.589,0.691
SKU00068,2024-11-17,4.63,0.306,0.764,0.839,0.561,0.663
SKU00068,2024-11-24,4.92,0.345,0.882,0.898,0.62,0.722
SKU00068,2024-12-01,4.63,0.306,0.764,0.839,0.561,0.663
SKU00068,2024-12-08,4.84,0.334,0.847,0.88,0.603,0.705
SKU00068,2024-12-15,4.97,0.351,0.9,0.907,0.629,0.731
SKU00068,2024-12-22,5.0,0.358,0.922,0.918,0.64,0.742
SKU00068,2024-12-29,5.0,0.359,0.924,0.919,0.641,0.743
SKU00068,2025-01-05,4.73,0.32,0.805,0.859,0.582,0.684
SKU00068,2025-01-12,4.65,0.309,0.773,0.843,0.566,0.668
SKU00069,2024-01-07,4.96,0.227,0.909,0.873,0.76,0.884
SKU00069,2024-01-14,4.82,0.214,0.853,0.845,0.732,0.856
SKU00069,2024-01-21,4.8,0.213,0.845,0.84,0.728,0.851
SKU00069,2024-01-28,4.85,0.217,0.862,0.849,0.736,0.86
SKU00069,2024-02-04,5.0,0.239,0.959,0.898,0.785,0.909
SKU00069,2024-02-11,5.0,0.232,0.929,0.883,0.77,0.894
SKU00069,2024-02-18,4.96,0.227,0.908,0.872,0.759,0.883
SKU00069,2024-02-25,4.81,0.213,0.848,0.842,0.729,0.853
SKU00069,2024-03-03,5.0,0.232,0.931,0.884,0.771,0.895
SKU00069,2024-03-10,5.0,0.238,0.954,0.895,0.782,0.906
SKU00069,2024-03-17,5.0,0.237,0.952,0.894,0.781,0.905
SKU00069,2024-03-24,5.0,0.232,0.93,0.883,0.771,0.894
SKU00069,2024-03-31,5.0,0.237,0.951,0.894,0.781,0.905
SKU00069,2024-04-07,5.0,0.251,1.0,0.923,0.81,0.934
SKU00069,2024-04-14,5.0,0.259,1.0,0.942,0.829,0.953
SKU00069,2024-04-21,5.0,0.246,0.991,0.914,0.801,0.925
SKU00069,2024-04-28,5.0,0.244,0.98,0.908,0.796,0.919
SKU00069,2024-05-05,4.96,0.227,0.908,0.872,0.759,0.883
SKU00069,2024-05-12,5.0,0.241,0.969,0.903,0.79,0.914
SKU00069,2024-05-19,5.0,0.26,1.0,0.942,0.83,0.953
SKU00069,2024-05-26,5.0,0.243,0.977,0.906,0.794,0.917
SKU00069,2024-06-02,4.77,0.21,0.832,0.834,0.722,0.845
SKU00069,2024-06-09,4.95,0.226,0.902,0.869,0.757,0.88
SKU00069,2024-06-16,4.88,0.219,0.874,0.855,0.743,0.866
SKU00069,2024-06-23,5.0,0.245,0.986,0.911,0.798,0.922
SKU00069,2024-06-30,4.93,0.224,0.895,0.866,0.753,0.877
SKU00069,2024-07-07,5.0,0.239,0.959,0.898,0.785,0.909
SKU00069,2024-07-14,4.92,0.223,0.892,0.864,0.751,0.875
SKU00069,2024-07-21,5.0,0.254,1.0,0.931,0.818,0.942
SKU00069,2024-07-28,4.88,0.219,0.875,0.855,0.743,0.866
SKU00069,2024-08-04,4.74,0.207,0.819,0.827,0.715,0.838
SKU00069,2024-08-11,4.78,0.21,0.834,0.835,0.722,0.846
SKU00069,2024-08-18,5.0,0.236,0.948,0.892,0.779,0.903
SKU00069,2024-08-25,4.84,0.216,0.86,0.848,0.736,0.859
SKU00069,2024-09-01,5.0,0.231,0.924,0.88,0.767,0.891
SKU00069,2024-09-08,5.0,0.233,0.935,0.886,0.773,0.897
SKU00069,2024-09-15,5.0,0.231,0.923,0.88,0.767,0.891
SKU00069,2024-09-22,4.79,0.211,0.838,0.837,0.724,0.848
SKU00069,2024-09-29,4.99,0.23,0.919,0.878,0.765,0.889
SKU00069,2024-10-06,5.0,0.234,0.938,0.887,0.774,0.898
SKU00069,2024-10-13,4.95,0.226,0.903,0.869,0.757,0.88
SKU00069,2024-10-20,5.0,0.24,0.964,0.9,0.787,0.911
SKU00069,2024-10-27,4.91,0.222,0.887,0.862,0.749,0.873
SKU00069,2024-11-03,4.72,0.205,0.813,0.825,0.712,0.836
SKU00069,2024-11-10,5.0,0.232,0.93,0.883,0.77,0.894
SKU00069,2024-11-17,4.94,0.225,0.901,0.869,0.756,0.88
SKU00069,2024-11-24,4.93,0.224,0.894,0.865,0.752,0.876
SKU00069,2024-12-01,5.0,0.255,1.0,0.932,0.819,0.943
SKU00069,2024-12-08,5.0,0.232,0.929,0.883,0.77,0.894
SKU00069,2024-12-15,5.0,0.237,0.949,0.893,0.78,0.904
SKU00069,2024-12-22,4.97,0.228,0.91,0.873,0.76,0.884
SKU00069,2024-12-29,4.98,0.229,0.916,0.876,0.763,0.887
SKU00069,2025-01-05,5.0,0.231,0.924,0.88,0.767,0.891
SKU00069,2025-01-12,4.92,0.223,0.891,0.864,0.751,0.875
SKU00070,2024-01-07,5.0,0.0,1.0,0.924,0.768,0.853
SKU00070,2024-01-14,4.82,0.0,0.916,0.844,0.688,0.773
SKU00070,2024-01-21,5.0,0.0,1.0,0.903,0.747,0.832
SKU00070,2024-01-28,5.0,0.0,1.0,0.901,0.746,0.831
SKU00070,2024-02-04,4.84,0.0,0.926,0.849,0.693,0.778
SKU00070,2024-02-11,5.0,0.0,1.0,0.892,0.737,0.822
SKU00070,2024-02-18,5.0,0.0,1.0,0.919,0.763,0.848
SKU00070,2024-02-25,5.0,0.0,1.0,0.911,0.755,0.84
SKU00070,2024-03-03,5.0,0.0,1.0,0.936,0.78,0.865
SKU00070,2024-03-10,4.94,0.0,0.963,0.867,0.711,0.797
SKU00070,2024-03-17,4.81,0.0,0.911,0.841,0.686,0.771
SKU00070,2024-03-24,4.99,0.0,0.984,0.878,0.722,0.807
SKU00070,2024-03-31,5.0,0.0,1.0,0.888,0.733,0.818
SKU00070,2024-04-07,4.86,0.0,0.932,0.852,0.696,0.781
SKU00070,2024-04-14,4.77,0.0,0.896,0.834,0.678,0.763
SKU00070,2024-04-21,5.0,0.0,1.0,0.892,0.736,0.821
SKU00070,2024-04-28,5.0,0.0,1.0,0.898,0.742,0.828
SKU00070,2024-05-05,4.92,0.0,0.958,0.865,0.709,0.794
SKU00070,2024-05-12,4.88,0.0,0.939,0.855,0.7,0.785
SKU00070,2024-05-19,5.0,0.0,1.0,0.9,0.744,0.829
SKU00070,2024-05-26,4.81,0.0,0.914,0.843,0.687,0.772
SKU00070,2024-06-02,5.0,0.0,1.0,0.929,0.773,0.858
SKU00070,2024-06-09,5.0,0.0,0.995,0.883,0.727,0.812
SKU00070,2024-06-16,5.0,0.0,1.0,0.901,0.745,0.83
SKU00070,2024-06-23,5.0,0.0,1.0,0.886,0.73,0.815
SKU00070,2024-06-30,5.0,0.0,1.0,0.956,0.8,0.885
SKU00070,2024-07-07,4.9,0.0,0.949,0.86,0.705,0.79
SKU00070,2024-07-14,5.0,0.0,0.988,0.88,0.724,0.809
SKU00070,2024-07-21,5.0,0.0,1.0,0.889,0.733,0.818
SKU00070,2024-07-28,5.0,0.0,1.0,0.889,0.733,0.818
SKU00070,2024-08-04,4.97,0.0,0.975,0.873,0.718,0.803
SKU00070,2024-08-11,5.0,0.0,1.0,0.901,0.745,0.83
SKU00070,2024-08-18,5.0,0.0,1.0,0.89,0.734,0.819
SKU00070,2024-08-25,5.0,0.0,1.0,0.898,0.742,0.827
SKU00070,2024-09-01,4.66,0.0,0.854,0.813,0.657,0.742
SKU00070,2024-09-08,5.0,0.0,0.996,0.884,0.728,0.813
SKU00070,2024-09-15,5.0,0.0,0.987,0.879,0.723,0.809
SKU00070,2024-09-22,4.86,0.0,0.933,0.852,0.696,0.782
SKU00070,2024-09-29,4.92,0.0,0.955,0.863,0.707,0.792
SKU00070,2024-10-06,4.93,0.0,0.96,0.866,0.71,0.795
SKU00070,2024-10-13,4.76,0.0,0.892,0.832,0.676,0.761
SKU00070,2024-10-20,4.86,0.0,0.932,0.852,0.696,0.781
SKU00070,2024-10-27,4.96,0.0,0.973,0.872,0.716,0.802
SKU00070,2024-11-03,4.7,0.0,0.87,0.821,0.665,0.75
SKU00070,2024-11-10,4.88,0.0,0.941,0.856,0.7,0.786
SKU00070,2024-11-17,4.95,0.0,0.967,0.869,0.713,0.799
SKU00070,2024-11-24,5.0,0.0,1.0,0.899,0.743,0.829
SKU00070,2024-12-01,4.83,0.0,0.921,0.846,0.69,0.776
SKU00070,2024-12-08,5.0,0.0,1.0,0.887,0.731,0.817
SKU00070,2024-12-15,5.0,0.0,1.0,0.892,0.736,0.821
SKU00070,2024-12-22,5.0,0.0,0.988,0.88,0.724,0.809
SKU00070,2024-12-29,4.85,0.0,0.929,0.85,0.695,0.78
SKU00070,2025-01-05,4.97,0.0,0.977,0.874,0.719,0.804
SKU00070,2025-01-12,4.95,0.0,0.97,0.871,0.715,0.8
SKU00071,2024-01-07,4.94,0.146,0.927,0.89,0.752,0.893
SKU00071,2024-01-14,4.83,0.139,0.883,0.868,0.73,0.871
SKU00071,2024-01-21,4.83,0.14,0.883,0.868,0.73,0.871
SKU00071,2024-01-28,4.87,0.142,0.897,0.875,0.737,0.879
SKU00071,2024-02-04,4.76,0.135,0.854,0.854,0.716,0.857
SKU00071,2024-02-11,5.0,0.151,0.965,0.909,0.771,0.912
SKU00071,2024-02-18,4.82,0.139,0.877,0.865,0.727,0.868
SKU00071,2024-02-25,4.38,0.114,0.702,0.778,0.64,0.781
SKU00071,2024-03-03,4.91,0.144,0.914,0.884,0.746,0.887
SKU00071,2024-03-10,5.0,0.151,0.966,0.91,0.772,0.913
SKU00071,2024-03-17,4.72,0.133,0.837,0.845,0.707,0.848
SKU00071,2024-03-24,5.0,0.151,0.964,0.909,0.771,0.912
SKU00071,2024-03-31,4.84,0.14,0.889,0.871,0.733,0.874
SKU00071,2024-04-07,4.73,0.134,0.844,0.849,0.711,0.852
SKU00071,2024-04-14,4.96,0.147,0.936,0.895,0.757,0.898
SKU00071,2024-04-21,4.97,0.147,0.939,0.896,0.758,0.899
SKU00071,2024-04-28,4.76,0.136,0.857,0.855,0.717,0.858
SKU00071,2024-05-05,4.99,0.149,0.948,0.901,0.763,0.904
SKU00071,2024-05-12,4.65,0.129,0.811,0.832,0.694,0.835
SKU00071,2024-05-19,5.0,0.153,0.981,0.917,0.779,0.92
SKU00071,2024-05-26,4.91,0.144,0.917,0.885,0.747,0.888
SKU00071,2024-06-02,4.85,0.141,0.89,0.872,0.734,0.875
SKU00071,2024-06-09,4.71,0.133,0.836,0.845,0.706,0.848
SKU00071,2024-06-16,4.82,0.139,0.879,0.866,0.728,0.869
SKU00071,2024-06-23,4.99,0.149,0.948,0.901,0.762,0.904
SKU00071,2024-06-30,4.72,0.133,0.839,0.846,0.708,0.849
SKU00071,2024-07-07,5.0,0.156,0.997,0.925,0.787,0.928
SKU00071,2024-07-14,4.93,0.145,0.922,0.888,0.75,0.891
SKU00071,2024-07-21,4.9,0.143,0.91,0.882,0.744,0.885
SKU00071,2024-07-28,4.67,0.131,0.821,0.837,0.699,0.84
SKU00071,2024-08-04,4.99,0.149,0.948,0.901,0.763,0.904
SKU00071,2024-08-11,4.72,0.133,0.839,0.846,0.708,0.849
SKU00071,2024-08-18,4.75,0.135,0.85,0.852,0.714,0.855
SKU00071,2024-08-25,4.98,0.148,0.942,0.898,0.759,0.901
SKU00071,2024-09-01,5.0,0.153,0.974,0.914,0.776,0.917
SKU00071,2024-09-08,5.0,0.152,0.968,0.911,0.773,0.914
SKU00071,2024-09-15,4.99,0.149,0.947,0.9,0.762,0.903
SKU00071,2024-09-22,4.58,0.125,0.783,0.818,0.68,0.821
SKU00071,2024-09-29,5.0,0.153,0.974,0.914,0.776,0.917
SKU00071,2024-10-06,4.6,0.126,0.79,0.822,0.683,0.825
SKU00071,2024-10-13,4.89,0.143,0.908,0.881,0.743,0.884
SKU00071,2024-10-20,4.78,0.137,0.862,0.858,0.72,0.861
SKU00071,2024-10-27,5.0,0.152,0.968,0.911,0.773,0.914
SKU00071,2024-11-03,4.77,0.136,0.861,0.857,0.719,0.86
SKU00071,2024-11-10,4.92,0.144,0.918,0.886,0.748,0.889
SKU00071,2024-11-17,4.79,0.137,0.868,0.861,0.723,0.864
SKU00071,2024-11-24,5.0,0.153,0.978,0.916,0.778,0.919
SKU00071,2024-12-01,4.87,0.142,0.897,0.875,0.737,0.878
SKU00071,2024-12-08,4.85,0.14,0.889,0.871,0.733,0.874
SKU00071,2024-12-15,4.88,0.142,0.902,0.878,0.74,0.881
SKU00071,2024-12-22,4.9,0.144,0.911,0.882,0.744,0.885
SKU00071,2024-12-29,4.86,0.141,0.894,0.874,0.736,0.877
SKU00071,2025-01-05,4.9,0.143,0.911,0.882,0.744,0.885
SKU00071,2025-01-12,4.82,0.139,0.877,0.865,0.727,0.868
SKU00072,2024-01-07,4.72,0.377,0.863,0.899,0.764,0.832
SKU00072,2024-01-14,4.6,0.361,0.817,0.876,0.741,0.809
SKU00072,2024-01-21,4.3,0.316,0.695,0.815,0.68,0.748
SKU00072,2024-01-28,4.3,0.316,0.694,0.814,0.679,0.748
SKU00072,2024-02-04,4.67,0.37,0.844,0.889,0.754,0.823
SKU00072,2024-02-11,4.61,0.362,0.821,0.878,0.743,0.811
SKU00072,2024-02-18,4.51,0.348,0.781,0.858,0.723,0.791
SKU00072,2024-02-25,4.81,0.39,0.898,0.916,0.781,0.85
SKU00072,2024-03-03,4.9,0.404,0.935,0.935,0.8,0.868
SKU00072,2024-03-10,4.72,0.377,0.863,0.899,0.764,0.832
SKU00072,2024-03-17,4.4,0.331,0.734,0.834,0.699,0.768
SKU00072,2024-03-24,4.66,0.369,0.841,0.888,0.753,0.821
SKU00072,2024-03-31,4.78,0.387,0.889,0.912,0.777,0.845
SKU00072,2024-04-07,4.65,0.368,0.836,0.885,0.75,0.819
SKU00072,2024-04-14,4.52,0.349,0.785,0.86,0.725,0.793
SKU00072,2024-04-21,4.65,0.368,0.837,0.886,0.751,0.819
SKU00072,2024-04-28,4.63,0.364,0.828,0.881,0.746,0.814
SKU00072,2024-05-05,4.43,0.336,0.749,0.842,0.707,0.775
SKU00072,2024-05-12,4.78,0.386,0.888,0.911,0.776,0.845
SKU00072,2024-05-19,4.63,0.365,0.829,0.882,0.747,0.815
SKU00072,2024-05-26,4.59,0.359,0.812,0.873,0.738,0.807
SKU00072,2024-06-02,4.72,0.378,0.864,0.899,0.764,0.833
SKU00072,2024-06-09,4.83,0.394,0.909,0.922,0.787,0.855
SKU00072,2024-06-16,4.6,0.359,0.814,0.874,0.739,0.808
SKU00072,2024-06-23,4.67,0.371,0.845,0.89,0.755,0.823
SKU00072,2024-06-30,4.51,0.347,0.781,0.858,0.723,0.791
SKU00072,2024-07-07,4.55,0.352,0.794,0.864,0.729,0.797
SKU00072,2024-07-14,4.67,0.371,0.845,0.89,0.755,0.823
SKU00072,2024-07-21,4.67,0.371,0.845,0.89,0.755,0.823
SKU00072,2024-07-28,4.6,0.359,0.813,0.874,0.739,0.807
SKU00072,2024-08-04,4.68,0.372,0.849,0.892,0.757,0.825
SKU00072,2024-08-11,4.73,0.379,0.868,0.902,0.767,0.835
SKU00072,2024-08-18,4.79,0.388,0.892,0.913,0.778,0.847
SKU00072,2024-08-25,4.71,0.376,0.861,0.898,0.763,0.831
SKU00072,2024-09-01,4.83,0.393,0.906,0.92,0.785,0.853
SKU00072,2024-09-08,4.69,0.373,0.851,0.893,0.758,0.826
SKU00072,2024-09-15,4.61,0.362,0.82,0.877,0.742,0.81
SKU00072,2024-09-22,4.53,0.35,0.788,0.861,0.726,0.795
SKU00072,2024-09-29,4.81,0.391,0.899,0.917,0.782,0.85
SKU00072,2024-10-06,4.59,0.358,0.811,0.873,0.738,0.806
SKU00072,2024-10-13,4.64,0.365,0.829,0.882,0.747,0.815
SKU00072,2024-10-20,4.57,0.355,0.803,0.869,0.734,0.802
SKU00072,2024-10-27,4.51,0.347,0.78,0.858,0.723,0.791
SKU00072,2024-11-03,4.57,0.356,0.805,0.87,0.735,0.803
SKU00072,2024-11-10,4.69,0.373,0.85,0.892,0.757,0.826
SKU00072,2024-11-17,4.73,0.378,0.866,0.9,0.765,0.834
SKU00072,2024-11-24,4.6,0.36,0.814,0.874,0.739,0.808
SKU00072,2024-12-01,4.89,0.403,0.933,0.934,0.799,0.867
SKU00072,2024-12-08,4.54,0.352,0.793,0.864,0.729,0.797
SKU00072,2024-12-15,4.46,0.34,0.761,0.848,0.713,0.781
SKU00072,2024-12-22,4.79,0.388,0.893,0.914,0.779,0.847
SKU00072,2024-12-29,4.6,0.361,0.817,0.876,0.741,0.809
SKU00072,2025-01-05,4.82,0.392,0.905,0.92,0.785,0.853
SKU00072,2025-01-12,4.94,0.41,0.953,0.944,0.809,0.877
SKU00073,2024-01-07,4.99,0.142,0.972,0.878,0.644,0.905
SKU00073,2024-01-14,5.0,0.146,0.997,0.891,0.656,0.918
SKU00073,2024-01-21,5.0,0.145,0.987,0.886,0.651,0.913
SKU00073,2024-01-28,5.0,0.15,1.0,0.906,0.671,0.933
SKU00073,2024-02-04,4.87,0.135,0.922,0.853,0.619,0.88
SKU00073,2024-02-11,4.95,0.14,0.955,0.869,0.635,0.896
SKU00073,2024-02-18,4.95,0.14,0.955,0.869,0.635,0.896
SKU00073,2024-02-25,4.85,0.135,0.918,0.851,0.616,0.878
SKU00073,2024-03-03,4.69,0.125,0.851,0.818,0.583,0.845
SKU00073,2024-03-10,5.0,0.145,0.991,0.888,0.653,0.915
SKU00073,2024-03-17,4.89,0.136,0.931,0.857,0.623,0.884
SKU00073,2024-03-24,4.89,0.136,0.931,0.857,0.623,0.884
SKU00073,2024-03-31,4.96,0.141,0.961,0.872,0.638,0.899
SKU00073,2024-04-07,5.0,0.152,1.0,0.912,0.678,0.939
SKU00073,2024-04-14,5.0,0.144,0.983,0.883,0.649,0.91
SKU00073,2024-04-21,5.0,0.154,1.0,0.919,0.684,0.946
SKU00073,2024-04-28,4.85,0.135,0.918,0.851,0.616,0.878
SKU00073,2024-05-05,4.7,0.126,0.857,0.821,0.586,0.848
SKU00073,2024-05-12,5.0,0.153,1.0,0.917,0.683,0.944
SKU00073,2024-05-19,5.0,0.158,1.0,0.931,0.697,0.958
SKU00073,2024-05-26,5.0,0.153,1.0,0.915,0.68,0.942
SKU00073,2024-06-02,5.0,0.16,1.0,0.941,0.706,0.968
SKU00073,2024-06-09,5.0,0.144,0.981,0.882,0.648,0.909
SKU00073,2024-06-16,5.0,0.154,1.0,0.917,0.683,0.944
SKU00073,2024-06-23,5.0,0.155,1.0,0.921,0.687,0.948
SKU00073,2024-06-30,5.0,0.147,1.0,0.895,0.661,0.922
SKU00073,2024-07-07,5.0,0.144,0.982,0.883,0.649,0.91
SKU00073,2024-07-14,4.9,0.137,0.937,0.861,0.626,0.887
SKU00073,2024-07-21,4.87,0.135,0.923,0.853,0.619,0.88
SKU00073,2024-07-28,5.0,0.164,1.0,0.953,0.718,0.98
SKU00073,2024-08-04,5.0,0.15,1.0,0.906,0.672,0.933
SKU00073,2024-08-11,4.93,0.139,0.95,0.867,0.632,0.894
SKU00073,2024-08-18,4.94,0.139,0.951,0.868,0.633,0.894
SKU00073,2024-08-25,5.0,0.153,1.0,0.916,0.682,0.943
SKU00073,2024-09-01,4.84,0.134,0.912,0.848,0.614,0.875
SKU00073,2024-09-08,5.0,0.145,0.991,0.888,0.653,0.914
SKU00073,2024-09-15,5.0,0.148,1.0,0.898,0.663,0.925
SKU00073,2024-09-22,4.98,0.142,0.969,0.877,0.642,0.904
SKU00073,2024-09-29,4.9,0.137,0.936,0.86,0.625,0.887
SKU00073,2024-10-06,5.0,0.144,0.983,0.884,0.649,0.91
SKU00073,2024-10-13,4.91,0.138,0.941,0.863,0.628,0.89
SKU00073,2024-10-20,5.0,0.15,1.0,0.903,0.669,0.93
SKU00073,2024-10-27,5.0,0.15,1.0,0.905,0.671,0.932
SKU00073,2024-11-03,4.95,0.14,0.954,0.869,0.635,0.896
SKU00073,2024-11-10,4.72,0.127,0.863,0.824,0.589,0.851
SKU00073,2024-11-17,5.0,0.146,0.998,0.891,0.657,0.918
SKU00073,2024-11-24,4.93,0.139,0.95,0.867,0.632,0.894
SKU00073,2024-12-01,4.85,0.134,0.915,0.85,0.615,0.876
SKU00073,2024-12-08,5.0,0.145,0.993,0.889,0.654,0.916
SKU00073,2024-12-15,5.0,0.156,1.0,0.925,0.691,0.952
SKU00073,2024-12-22,5.0,0.156,1.0,0.925,0.69,0.952
SKU00073,2024-12-29,4.91,0.138,0.942,0.863,0.628,0.89
SKU00073,2025-01-05,5.0,0.143,0.98,0.882,0.648,0.909
SKU00073,2025-01-12,4.92,0.138,0.943,0.863,0.629,0.89
SKU00074,2024-01-07,5.0,0.219,0.944,0.892,0.802,0.658
SKU00074,2024-01-14,5.0,0.236,1.0,0.931,0.841,0.697
SKU00074,2024-01-21,5.0,0.216,0.927,0.883,0.794,0.649
SKU00074,2024-01-28,4.97,0.212,0.908,0.874,0.784,0.639
SKU00074,2024-02-04,4.93,0.208,0.892,0.866,0.776,0.632
SKU00074,2024-02-11,4.91,0.207,0.886,0.863,0.773,0.628
SKU00074,2024-02-18,4.95,0.21,0.899,0.87,0.78,0.635
SKU00074,2024-02-25,4.93,0.209,0.894,0.867,0.777,0.633
SKU00074,2024-03-03,5.0,0.238,1.0,0.936,0.847,0.702
SKU00074,2024-03-10,5.0,0.221,0.95,0.895,0.805,0.661
SKU00074,2024-03-17,4.83,0.2,0.854,0.847,0.757,0.612
SKU00074,2024-03-24,5.0,0.23,0.995,0.917,0.828,0.683
SKU00074,2024-03-31,4.92,0.207,0.887,0.863,0.774,0.629
SKU00074,2024-04-07,4.81,0.198,0.845,0.842,0.753,0.608
SKU00074,2024-04-14,5.0,0.236,1.0,0.93,0.84,0.695
SKU00074,2024-04-21,4.9,0.206,0.88,0.86,0.77,0.626
SKU00074,2024-04-28,5.0,0.214,0.918,0.879,0.789,0.645
SKU00074,2024-05-05,5.0,0.242,1.0,0.944,0.854,0.709
SKU00074,2024-05-12,4.92,0.207,0.887,0.863,0.774,0.629
SKU00074,2024-05-19,5.0,0.225,0.971,0.905,0.816,0.671
SKU00074,2024-05-26,4.99,0.213,0.916,0.878,0.789,0.644
SKU00074,2024-06-02,4.69,0.188,0.796,0.818,0.728,0.583
SKU00074,2024-06-09,5.0,0.226,0.974,0.907,0.817,0.673
SKU00074,2024-06-16,5.0,0.222,0.957,0.898,0.809,0.664
SKU00074,2024-06-23,5.0,0.222,0.958,0.899,0.809,0.665
SKU00074,2024-06-30,4.8,0.197,0.84,0.84,0.75,0.606
SKU00074,2024-07-07,5.0,0.22,0.947,0.894,0.804,0.659
SKU00074,2024-07-14,5.0,0.219,0.942,0.891,0.801,0.657
SKU00074,2024-07-21,5.0,0.22,0.946,0.893,0.803,0.658
SKU00074,2024-07-28,4.84,0.2,0.855,0.848,0.758,0.613
SKU00074,2024-08-04,5.0,0.229,0.991,0.915,0.826,0.681
SKU00074,2024-08-11,5.0,0.222,0.957,0.898,0.809,0.664
SKU00074,2024-08-18,5.0,0.219,0.941,0.891,0.801,0.656
SKU00074,2024-08-25,5.0,0.221,0.95,0.895,0.805,0.661
SKU00074,2024-09-01,5.0,0.228,0.985,0.912,0.823,0.678
SKU00074,2024-09-08,4.96,0.211,0.904,0.872,0.782,0.638
SKU00074,2024-09-15,5.0,0.224,0.964,0.902,0.812,0.667
SKU00074,2024-09-22,4.98,0.213,0.912,0.876,0.786,0.642
SKU00074,2024-09-29,5.0,0.225,0.969,0.904,0.815,0.67
SKU00074,2024-10-06,4.93,0.209,0.893,0.867,0.777,0.632
SKU00074,2024-10-13,4.8,0.197,0.841,0.84,0.751,0.606
SKU00074,2024-10-20,5.0,0.214,0.919,0.879,0.79,0.645
SKU00074,2024-10-27,4.85,0.201,0.86,0.85,0.76,0.616
SKU00074,2024-11-03,4.94,0.209,0.897,0.868,0.779,0.634
SKU00074,2024-11-10,4.88,0.204,0.873,0.856,0.767,0.622
SKU00074,2024-11-17,5.0,0.218,0.935,0.888,0.798,0.653
SKU00074,2024-11-24,5.0,0.237,1.0,0.932,0.842,0.698
SKU00074,2024-12-01,5.0,0.217,0.931,0.885,0.796,0.651
SKU00074,2024-12-08,5.0,0.223,0.963,0.901,0.812,0.667
SKU00074,2024-12-15,5.0,0.218,0.937,0.888,0.799,0.654
SKU00074,2024-12-22,5.0,0.222,0.956,0.898,0.808,0.663
SKU00074,2024-12-29,4.85,0.201,0.859,0.849,0.76,0.615
SKU00074,2025-01-05,5.0,0.222,0.956,0.898,0.808,0.664
SKU00074,2025-01-12,5.0,0.218,0.939,0.889,0.8,0.655
SKU00075,2024-01-07,4.75,0.244,0.844,0.929,0.593,0.736
SKU00075,2024-01-14,4.63,0.234,0.799,0.907,0.571,0.713
SKU00075,2024-01-21,4.22,0.197,0.632,0.823,0.487,0.63
SKU00075,2024-01-28,4.67,0.237,0.812,0.913,0.577,0.72
SKU00075,2024-02-04,4.42,0.215,0.712,0.864,0.528,0.67
SKU00075,2024-02-11,4.52,0.224,0.754,0.885,0.549,0.691
