order_item_id,order_id,sku_id,quantity,price_per_unit,Discount
OI0001255,ORD0000584,SKU00315,1,74.71,0
OI0001256,ORD0000584,SKU00340,2,187.51,0
OI0001257,ORD0000584,SKU00330,1,147.52,0
OI0001258,ORD0000584,SKU00232,1,295.98,0
OI0001259,ORD0000584,SKU00155,2,86.58,0
OI0001260,ORD0000585,SKU00116,1,265.03,25
OI0001261,ORD0000586,SKU00283,2,78.2,15
OI0001262,ORD0000586,SKU00205,1,265.72,0
OI0001263,ORD0000586,SKU00408,1,200.89,0
OI0001264,ORD0000587,SKU00006,3,61.6,0
OI0001265,ORD0000588,SKU00213,2,291.07,0
OI0001266,ORD0000588,SKU00215,1,44.78,0
OI0001267,ORD0000588,SKU00121,1,322.75,0
OI0001268,ORD0000588,SKU00414,1,375.48,0
OI0001269,ORD0000589,SKU00046,1,349.31,5
OI0001270,ORD0000589,SKU00378,1,282.36,0
OI0001271,ORD0000589,SKU00340,1,187.51,0
OI0001272,ORD0000589,SKU00070,1,190.66,0
OI0001273,ORD0000590,SKU00056,1,216.25,0
OI0001274,ORD0000590,SKU00015,1,28.43,20
OI0001275,ORD0000591,SKU00312,1,175.94,0
OI0001276,ORD0000591,SKU00251,2,40.0,0
OI0001277,ORD0000592,SKU00231,2,128.88,0
OI0001278,ORD0000593,SKU00331,1,58.16,0
OI0001279,ORD0000593,SKU00373,1,66.6,20
OI0001280,ORD0000594,SKU00116,1,265.03,0
OI0001281,ORD0000594,SKU00168,2,232.69,0
OI0001282,ORD0000595,SKU00184,1,186.87,20
OI0001283,ORD0000596,SKU00334,1,111.22,0
OI0001284,ORD0000597,SKU00338,1,719.56,5
OI0001285,ORD0000598,SKU00182,1,117.48,0
OI0001286,ORD0000598,SKU00206,1,124.42,0
OI0001287,ORD0000598,SKU00331,1,58.16,0
OI0001288,ORD0000598,SKU00298,1,45.27,25
OI0001289,ORD0000599,SKU00130,1,91.72,0
OI0001290,ORD0000599,SKU00001,1,370.49,5
OI0001291,ORD0000599,SKU00103,1,81.65,0
OI0001292,ORD0000599,SKU00047,2,78.56,10
OI0001293,ORD0000600,SKU00332,1,100.65,0
OI0001294,ORD0000601,SKU00170,1,82.05,0
OI0001295,ORD0000601,SKU00243,1,122.03,0
OI0001296,ORD0000601,SKU00089,1,170.56,20
OI0001297,ORD0000601,SKU00234,1,128.65,0
OI0001298,ORD0000601,SKU00288,1,276.9,0
OI0001299,ORD0000602,SKU00411,3,174.9,0
OI0001300,ORD0000603,SKU00168,1,232.69,0
OI0001301,ORD0000603,SKU00410,1,196.93,25
OI0001302,ORD0000603,SKU00164,1,121.47,0
OI0001303,ORD0000604,SKU00127,1,373.49,10
OI0001304,ORD0000605,SKU00262,1,35.16,0
OI0001305,ORD0000605,SKU00036,1,132.0,0
OI0001306,ORD0000605,SKU00162,1,127.07,0
OI0001307,ORD0000605,SKU00393,1,98.58,20
OI0001308,ORD0000606,SKU00364,1,150.95,0
OI0001309,ORD0000606,SKU00027,1,174.78,0
OI0001310,ORD0000607,SKU00140,2,52.61,0
OI0001311,ORD0000607,SKU00040,2,175.69,0
OI0001312,ORD0000607,SKU00277,1,266.11,20
OI0001313,ORD0000607,SKU00396,1,55.25,0
OI0001314,ORD0000608,SKU00014,1,159.16,0
OI0001315,ORD0000609,SKU00319,2,103.27,5
OI0001316,ORD0000610,SKU00055,2,496.43,0
OI0001317,ORD0000610,SKU00078,2,60.37,0
OI0001318,ORD0000611,SKU00037,1,94.19,15
OI0001319,ORD0000612,SKU00236,2,206.45,0
OI0001320,ORD0000613,SKU00101,1,102.36,0
OI0001321,ORD0000614,SKU00099,1,363.35,0
OI0001322,ORD0000615,SKU00076,3,198.26,20
OI0001323,ORD0000615,SKU00123,1,257.85,0
OI0001324,ORD0000615,SKU00121,1,322.75,20
OI0001325,ORD0000616,SKU00082,1,81.78,0
OI0001326,ORD0000616,SKU00338,1,719.56,0
OI0001327,ORD0000617,SKU00344,1,150.8,0
OI0001328,ORD0000617,SKU00208,1,299.73,0
OI0001329,ORD0000618,SKU00054,2,94.5,0
OI0001330,ORD0000618,SKU00002,2,202.17,25
OI0001331,ORD0000619,SKU00299,2,281.69,0
OI0001332,ORD0000620,SKU00061,1,131.08,0
OI0001333,ORD0000620,SKU00035,1,312.29,0
OI0001334,ORD0000620,SKU00170,1,82.05,0
OI0001335,ORD0000621,SKU00348,1,131.81,0
OI0001336,ORD0000621,SKU00301,1,80.74,0
OI0001337,ORD0000621,SKU00070,1,190.66,0
OI0001338,ORD0000622,SKU00283,1,78.2,0
OI0001339,ORD0000622,SKU00061,2,131.08,0
OI0001340,ORD0000622,SKU00153,1,189.31,0
OI0001341,ORD0000623,SKU00288,3,276.9,0
OI0001342,ORD0000623,SKU00064,3,166.59,0
OI0001343,ORD0000624,SKU00086,3,61.06,0
OI0001344,ORD0000625,SKU00257,1,277.55,0
OI0001345,ORD0000625,SKU00309,1,75.96,15
OI0001346,ORD0000625,SKU00028,1,155.68,0
OI0001347,ORD0000625,SKU00219,2,96.99,0
OI0001348,ORD0000626,SKU00169,1,112.85,0
OI0001349,ORD0000627,SKU00389,1,226.8,0
OI0001350,ORD0000628,SKU00307,1,628.16,0
OI0001351,ORD0000628,SKU00367,1,140.76,10
OI0001352,ORD0000628,SKU00165,1,1147.57,0
OI0001353,ORD0000629,SKU00238,1,113.92,0
OI0001354,ORD0000629,SKU00390,1,54.7,0
OI0001355,ORD0000629,SKU00345,1,93.09,0
OI0001356,ORD0000630,SKU00042,3,110.7,5
OI0001357,ORD0000631,SKU00378,1,282.36,0
OI0001358,ORD0000632,SKU00116,3,265.03,0
OI0001359,ORD0000632,SKU00168,1,232.69,0
OI0001360,ORD0000633,SKU00153,1,189.31,0
OI0001361,ORD0000633,SKU00080,1,58.53,0
OI0001362,ORD0000633,SKU00246,1,71.29,0
OI0001363,ORD0000634,SKU00355,1,34.7,0
OI0001364,ORD0000634,SKU00272,1,203.81,0
OI0001365,ORD0000635,SKU00395,1,239.07,15
OI0001366,ORD0000636,SKU00034,1,224.39,0
OI0001367,ORD0000636,SKU00197,1,64.04,0
OI0001368,ORD0000636,SKU00114,2,23.85,0
OI0001369,ORD0000636,SKU00390,1,54.7,0
OI0001370,ORD0000637,SKU00273,3,265.82,0
OI0001371,ORD0000637,SKU00263,1,73.21,0
OI0001372,ORD0000638,SKU00257,1,277.55,0
OI0001373,ORD0000639,SKU00033,1,43.6,0
OI0001374,ORD0000639,SKU00284,1,59.06,0
OI0001375,ORD0000640,SKU00189,1,81.27,0
OI0001376,ORD0000640,SKU00363,1,92.16,0
OI0001377,ORD0000641,SKU00204,1,52.97,15
OI0001378,ORD0000641,SKU00349,1,249.93,0
OI0001379,ORD0000641,SKU00032,1,743.99,5
OI0001380,ORD0000642,SKU00203,3,106.37,0
OI0001381,ORD0000643,SKU00343,1,158.68,25
OI0001382,ORD0000644,SKU00375,2,232.31,0
OI0001383,ORD0000644,SKU00281,2,143.89,0
OI0001384,ORD0000644,SKU00085,1,89.35,0
OI0001385,ORD0000645,SKU00057,1,146.43,20
OI0001386,ORD0000646,SKU00035,1,312.29,25
OI0001387,ORD0000646,SKU00081,1,175.33,15
OI0001388,ORD0000646,SKU00135,1,232.12,0
OI0001389,ORD0000647,SKU00143,1,157.68,10
OI0001390,ORD0000648,SKU00286,1,46.44,0
OI0001391,ORD0000648,SKU00264,1,237.32,0
OI0001392,ORD0000648,SKU00109,1,57.45,0
OI0001393,ORD0000649,SKU00248,2,68.98,0
OI0001394,ORD0000649,SKU00249,1,143.08,10
OI0001395,ORD0000649,SKU00273,1,265.82,0
OI0001396,ORD0000649,SKU00225,1,91.23,0
OI0001397,ORD0000650,SKU00242,1,109.92,0
OI0001398,ORD0000650,SKU00379,1,774.21,0
OI0001399,ORD0000650,SKU00024,1,336.55,10
OI0001400,ORD0000650,SKU00375,1,232.31,0
OI0001401,ORD0000651,SKU00126,2,232.21,0
OI0001402,ORD0000652,SKU00346,1,153.65,0
OI0001403,ORD0000652,SKU00202,1,55.2,0
OI0001404,ORD0000652,SKU00293,1,144.31,0
OI0001405,ORD0000653,SKU00272,1,203.81,0
OI0001406,ORD0000654,SKU00391,2,353.35,10
OI0001407,ORD0000654,SKU00057,1,146.43,0
OI0001408,ORD0000655,SKU00339,1,28.4,10
OI0001409,ORD0000655,SKU00280,1,104.53,0
OI0001410,ORD0000656,SKU00298,1,45.27,0
OI0001411,ORD0000656,SKU00090,1,156.54,0
OI0001412,ORD0000657,SKU00374,1,92.87,0
OI0001413,ORD0000657,SKU00308,1,243.23,0
OI0001414,ORD0000657,SKU00135,1,232.12,0
OI0001415,ORD0000657,SKU00356,1,182.14,25
OI0001416,ORD0000658,SKU00277,1,266.11,0
OI0001417,ORD0000658,SKU00174,1,33.51,5
OI0001418,ORD0000659,SKU00338,1,719.56,0
OI0001419,ORD0000660,SKU00026,1,257.36,0
OI0001420,ORD0000661,SKU00074,1,354.27,0
OI0001421,ORD0000662,SKU00186,1,395.57,0
OI0001422,ORD0000662,SKU00414,1,375.48,0
OI0001423,ORD0000662,SKU00298,1,45.27,10
OI0001424,ORD0000663,SKU00327,1,316.83,0
OI0001425,ORD0000664,SKU00380,1,247.3,0
OI0001426,ORD0000664,SKU00294,1,126.71,15
OI0001427,ORD0000665,SKU00022,3,582.77,10
OI0001428,ORD0000666,SKU00121,2,322.75,0
OI0001429,ORD0000667,SKU00190,1,103.71,0
OI0001430,ORD0000668,SKU00177,1,112.18,5
OI0001431,ORD0000668,SKU00106,1,168.15,0
OI0001432,ORD0000668,SKU00266,1,113.26,20
OI0001433,ORD0000669,SKU00058,2,95.25,0
OI0001434,ORD0000669,SKU00223,2,53.91,0
OI0001435,ORD0000669,SKU00069,1,109.0,0
OI0001436,ORD0000670,SKU00318,1,98.22,0
OI0001437,ORD0000671,SKU00014,1,159.16,0
OI0001438,ORD0000671,SKU00399,2,202.95,0
OI0001439,ORD0000672,SKU00291,1,98.52,0
OI0001440,ORD0000672,SKU00209,1,82.82,0
OI0001441,ORD0000672,SKU00293,1,144.31,5
OI0001442,ORD0000672,SKU00009,1,75.23,0
OI0001443,ORD0000673,SKU00370,1,68.29,5
OI0001444,ORD0000674,SKU00263,1,73.21,0
OI0001445,ORD0000674,SKU00410,2,196.93,0
OI0001446,ORD0000674,SKU00043,1,206.52,0
OI0001447,ORD0000675,SKU00233,1,90.34,0
OI0001448,ORD0000676,SKU00181,1,324.39,0
OI0001449,ORD0000676,SKU00287,1,117.0,0
OI0001450,ORD0000677,SKU00043,1,206.52,0
OI0001451,ORD0000677,SKU00102,1,54.96,5
OI0001452,ORD0000677,SKU00077,1,252.61,0
OI0001453,ORD0000678,SKU00235,1,638.34,0
OI0001454,ORD0000679,SKU00146,1,48.94,0
OI0001455,ORD0000680,SKU00021,2,28.36,0
OI0001456,ORD0000680,SKU00164,1,121.47,0
OI0001457,ORD0000680,SKU00361,1,547.3,0
OI0001458,ORD0000681,SKU00371,1,515.61,0
OI0001459,ORD0000681,SKU00118,1,83.05,0
OI0001460,ORD0000681,SKU00357,1,784.28,10
OI0001461,ORD0000682,SKU00074,1,354.27,0
OI0001462,ORD0000682,SKU00277,1,266.11,0
OI0001463,ORD0000683,SKU00196,1,136.21,0
OI0001464,ORD0000683,SKU00377,3,375.33,0
OI0001465,ORD0000684,SKU00255,1,338.03,15
OI0001466,ORD0000684,SKU00031,1,43.0,0
OI0001467,ORD0000685,SKU00304,2,104.3,0
OI0001468,ORD0000686,SKU00407,3,771.76,0
OI0001469,ORD0000686,SKU00356,2,182.14,0
OI0001470,ORD0000686,SKU00218,1,64.75,0
OI0001471,ORD0000686,SKU00206,1,124.42,0
OI0001472,ORD0000687,SKU00168,1,232.69,0
OI0001473,ORD0000687,SKU00246,1,71.29,0
OI0001474,ORD0000688,SKU00114,1,23.85,5
OI0001475,ORD0000688,SKU00274,1,109.5,0
OI0001476,ORD0000688,SKU00191,1,240.48,10
OI0001477,ORD0000689,SKU00308,1,243.23,0
OI0001478,ORD0000689,SKU00348,1,131.81,5
OI0001479,ORD0000689,SKU00120,1,139.48,0
OI0001480,ORD0000690,SKU00221,2,154.13,0
OI0001481,ORD0000690,SKU00218,1,64.75,0
OI0001482,ORD0000691,SKU00066,1,152.32,0
OI0001483,ORD0000692,SKU00095,1,266.15,0
OI0001484,ORD0000692,SKU00298,1,45.27,0
OI0001485,ORD0000692,SKU00174,1,33.51,0
OI0001486,ORD0000693,SKU00262,3,35.16,5
OI0001487,ORD0000693,SKU00375,1,232.31,0
OI0001488,ORD0000694,SKU00063,1,341.31,15
OI0001489,ORD0000694,SKU00156,2,457.03,0
OI0001490,ORD0000694,SKU00235,1,638.34,0
OI0001491,ORD0000695,SKU00152,1,331.16,0
OI0001492,ORD0000695,SKU00115,1,22.62,0
OI0001493,ORD0000696,SKU00393,1,98.58,0
OI0001494,ORD0000696,SKU00026,1,257.36,0
OI0001495,ORD0000697,SKU00378,1,282.36,20
OI0001496,ORD0000697,SKU00300,1,154.1,0
OI0001497,ORD0000698,SKU00336,2,118.99,0
OI0001498,ORD0000699,SKU00243,2,122.03,0
OI0001499,ORD0000699,SKU00069,1,109.0,0
OI0001500,ORD0000699,SKU00103,1,81.65,25
OI0001501,ORD0000699,SKU00281,1,143.89,15
OI0001502,ORD0000700,SKU00019,1,121.87,0
OI0001503,ORD0000700,SKU00364,1,150.95,0
OI0001504,ORD0000701,SKU00183,1,78.37,20
OI0001505,ORD0000701,SKU00401,3,526.86,0
OI0001506,ORD0000701,SKU00223,1,53.91,0
OI0001507,ORD0000701,SKU00208,1,299.73,0
OI0001508,ORD0000701,SKU00088,3,115.97,0
OI0001509,ORD0000702,SKU00055,1,496.43,0
OI0001510,ORD0000702,SKU00152,1,331.16,0
OI0001511,ORD0000703,SKU00209,1,82.82,0
OI0001512,ORD0000703,SKU00167,1,29.82,0
OI0001513,ORD0000704,SKU00122,1,177.1,0
OI0001514,ORD0000704,SKU00185,1,129.35,0
OI0001515,ORD0000704,SKU00079,3,1064.44,0
OI0001516,ORD0000704,SKU00346,1,153.65,20
OI0001517,ORD0000705,SKU00017,3,291.24,0
OI0001518,ORD0000706,SKU00314,1,319.97,0
OI0001519,ORD0000707,SKU00039,1,125.28,0
OI0001520,ORD0000707,SKU00412,1,536.15,0
OI0001521,ORD0000708,SKU00376,1,133.11,10
OI0001522,ORD0000708,SKU00372,1,39.44,0
OI0001523,ORD0000709,SKU00327,3,316.83,0
OI0001524,ORD0000710,SKU00273,2,265.82,0
OI0001525,ORD0000710,SKU00262,1,35.16,0
OI0001526,ORD0000710,SKU00340,1,187.51,0
OI0001527,ORD0000711,SKU00378,1,282.36,0
OI0001528,ORD0000712,SKU00400,1,128.1,0
OI0001529,ORD0000712,SKU00275,1,230.46,0
OI0001530,ORD0000712,SKU00249,1,143.08,0
OI0001531,ORD0000713,SKU00279,1,162.9,0
OI0001532,ORD0000714,SKU00313,1,29.07,10
OI0001533,ORD0000714,SKU00382,1,145.58,0
OI0001534,ORD0000715,SKU00273,3,265.82,0
OI0001535,ORD0000715,SKU00027,1,174.78,0
OI0001536,ORD0000716,SKU00296,1,324.59,0
OI0001537,ORD0000716,SKU00049,1,152.93,0
OI0001538,ORD0000716,SKU00382,1,145.58,0
OI0001539,ORD0000717,SKU00387,1,107.07,10
OI0001540,ORD0000717,SKU00356,1,182.14,0
OI0001541,ORD0000717,SKU00201,1,327.03,0
OI0001542,ORD0000717,SKU00024,1,336.55,0
OI0001543,ORD0000718,SKU00093,1,328.12,0
OI0001544,ORD0000718,SKU00391,1,353.35,0
OI0001545,ORD0000719,SKU00392,1,101.28,0
OI0001546,ORD0000719,SKU00189,1,81.27,0
OI0001547,ORD0000719,SKU00142,1,377.99,0
OI0001548,ORD0000720,SKU00216,1,39.14,0
OI0001549,ORD0000720,SKU00406,2,120.47,0
OI0001550,ORD0000721,SKU00291,1,98.52,15
OI0001551,ORD0000721,SKU00289,2,118.14,0
OI0001552,ORD0000721,SKU00264,1,237.32,0
OI0001553,ORD0000722,SKU00079,1,1064.44,20
OI0001554,ORD0000722,SKU00322,2,335.74,0
OI0001555,ORD0000722,SKU00067,1,343.87,0
OI0001556,ORD0000723,SKU00157,1,30.33,0
OI0001557,ORD0000724,SKU00093,2,328.12,0
OI0001558,ORD0000724,SKU00107,1,95.45,0
OI0001559,ORD0000724,SKU00190,2,103.71,0
OI0001560,ORD0000725,SKU00086,1,61.06,0
OI0001561,ORD0000725,SKU00268,1,71.61,0
OI0001562,ORD0000726,SKU00249,1,143.08,0
OI0001563,ORD0000726,SKU00264,1,237.32,0
OI0001564,ORD0000727,SKU00314,1,319.97,0
OI0001565,ORD0000727,SKU00400,2,128.1,0
OI0001566,ORD0000727,SKU00210,1,136.71,15
OI0001567,ORD0000727,SKU00276,1,55.2,0
OI0001568,ORD0000728,SKU00300,1,154.1,0
OI0001569,ORD0000728,SKU00186,1,395.57,0
OI0001570,ORD0000729,SKU00199,1,213.06,0
OI0001571,ORD0000729,SKU00221,1,154.13,0
OI0001572,ORD0000729,SKU00194,1,100.29,0
OI0001573,ORD0000729,SKU00027,1,174.78,0
OI0001574,ORD0000730,SKU00277,1,266.11,0
OI0001575,ORD0000731,SKU00203,1,106.37,25
OI0001576,ORD0000731,SKU00166,1,67.06,0
OI0001577,ORD0000731,SKU00116,1,265.03,0
OI0001578,ORD0000731,SKU00093,1,328.12,0
OI0001579,ORD0000732,SKU00287,1,117.0,0
OI0001580,ORD0000732,SKU00246,2,71.29,0
OI0001581,ORD0000732,SKU00216,1,39.14,0
OI0001582,ORD0000732,SKU00079,1,1064.44,0
OI0001583,ORD0000733,SKU00210,1,136.71,20
OI0001584,ORD0000733,SKU00228,1,250.48,0
OI0001585,ORD0000734,SKU00160,1,98.67,0
OI0001586,ORD0000735,SKU00161,1,70.82,15
OI0001587,ORD0000735,SKU00132,1,444.86,25
OI0001588,ORD0000736,SKU00114,1,23.85,0
OI0001589,ORD0000736,SKU00362,1,57.54,0
OI0001590,ORD0000737,SKU00257,1,277.55,0
OI0001591,ORD0000738,SKU00412,1,536.15,0
OI0001592,ORD0000738,SKU00116,1,265.03,0
OI0001593,ORD0000739,SKU00212,2,560.62,0
OI0001594,ORD0000740,SKU00101,2,102.36,0
OI0001595,ORD0000740,SKU00140,3,52.61,0
OI0001596,ORD0000741,SKU00390,2,54.7,0
OI0001597,ORD0000741,SKU00251,1,40.0,0
OI0001598,ORD0000742,SKU00015,1,28.43,0
OI0001599,ORD0000743,SKU00205,2,265.72,0
OI0001600,ORD0000744,SKU00269,1,196.79,0
OI0001601,ORD0000744,SKU00345,1,93.09,0
OI0001602,ORD0000744,SKU00411,1,174.9,0
OI0001603,ORD0000744,SKU00116,1,265.03,0
OI0001604,ORD0000745,SKU00363,1,92.16,0
OI0001605,ORD0000745,SKU00155,1,86.58,0
OI0001606,ORD0000745,SKU00281,1,143.89,0
OI0001607,ORD0000745,SKU00105,1,86.45,0
OI0001608,ORD0000746,SKU00208,1,299.73,0
OI0001609,ORD0000746,SKU00013,1,498.96,0
OI0001610,ORD0000746,SKU00361,1,547.3,0
OI0001611,ORD0000746,SKU00239,1,186.78,10
OI0001612,ORD0000747,SKU00345,1,93.09,0
OI0001613,ORD0000747,SKU00130,1,91.72,0
OI0001614,ORD0000747,SKU00364,1,150.95,0
OI0001615,ORD0000747,SKU00048,2,116.56,0
OI0001616,ORD0000747,SKU00109,1,57.45,0
OI0001617,ORD0000748,SKU00112,1,68.72,0
OI0001618,ORD0000749,SKU00140,1,52.61,0
OI0001619,ORD0000750,SKU00241,2,98.0,5
OI0001620,ORD0000751,SKU00392,1,101.28,10
OI0001621,ORD0000752,SKU00030,3,148.3,0
OI0001622,ORD0000752,SKU00396,1,55.25,0
OI0001623,ORD0000753,SKU00324,2,207.01,0
OI0001624,ORD0000753,SKU00265,3,78.18,25
OI0001625,ORD0000753,SKU00034,1,224.39,0
OI0001626,ORD0000753,SKU00113,1,25.77,0
OI0001627,ORD0000753,SKU00302,1,125.42,0
OI0001628,ORD0000754,SKU00011,1,73.17,0
OI0001629,ORD0000754,SKU00231,1,128.88,0
OI0001630,ORD0000754,SKU00244,1,748.16,15
OI0001631,ORD0000755,SKU00065,1,210.89,0
OI0001632,ORD0000755,SKU00222,1,146.11,0
OI0001633,ORD0000756,SKU00277,1,266.11,5
OI0001634,ORD0000756,SKU00236,1,206.45,0
OI0001635,ORD0000757,SKU00355,1,34.7,0
OI0001636,ORD0000757,SKU00311,1,75.18,0
OI0001637,ORD0000757,SKU00155,1,86.58,0
OI0001638,ORD0000758,SKU00200,1,221.8,0
OI0001639,ORD0000758,SKU00026,1,257.36,20
OI0001640,ORD0000758,SKU00096,1,27.81,15
OI0001641,ORD0000759,SKU00198,1,566.52,0
OI0001642,ORD0000759,SKU00012,3,508.42,0
OI0001643,ORD0000759,SKU00147,1,169.85,0
OI0001644,ORD0000760,SKU00150,1,85.29,0
OI0001645,ORD0000760,SKU00152,1,331.16,10
OI0001646,ORD0000760,SKU00239,1,186.78,0
OI0001647,ORD0000760,SKU00338,2,719.56,0
OI0001648,ORD0000760,SKU00077,1,252.61,0
OI0001649,ORD0000761,SKU00218,1,64.75,0
OI0001650,ORD0000761,SKU00157,1,30.33,0
OI0001651,ORD0000762,SKU00126,1,232.21,10
OI0001652,ORD0000762,SKU00085,1,89.35,0
OI0001653,ORD0000763,SKU00179,1,1309.51,15
OI0001654,ORD0000763,SKU00177,1,112.18,0
OI0001655,ORD0000763,SKU00041,1,128.05,15
OI0001656,ORD0000764,SKU00295,1,405.27,0
OI0001657,ORD0000764,SKU00259,1,67.17,0
OI0001658,ORD0000765,SKU00208,1,299.73,0
OI0001659,ORD0000765,SKU00093,1,328.12,0
OI0001660,ORD0000765,SKU00341,1,230.25,0
OI0001661,ORD0000766,SKU00389,1,226.8,10
OI0001662,ORD0000767,SKU00394,1,275.78,5
OI0001663,ORD0000768,SKU00096,1,27.81,15
OI0001664,ORD0000768,SKU00056,1,216.25,0
OI0001665,ORD0000768,SKU00393,1,98.58,5
OI0001666,ORD0000769,SKU00194,1,100.29,0
OI0001667,ORD0000769,SKU00045,1,72.6,0
OI0001668,ORD0000769,SKU00183,1,78.37,0
OI0001669,ORD0000769,SKU00034,1,224.39,0
OI0001670,ORD0000769,SKU00274,1,109.5,0
OI0001671,ORD0000770,SKU00059,1,79.57,0
OI0001672,ORD0000770,SKU00396,1,55.25,20
OI0001673,ORD0000771,SKU00399,1,202.95,0
OI0001674,ORD0000772,SKU00412,2,536.15,0
OI0001675,ORD0000773,SKU00230,1,47.22,0
OI0001676,ORD0000774,SKU00178,1,297.13,0
OI0001677,ORD0000775,SKU00068,1,271.27,10
OI0001678,ORD0000775,SKU00243,2,122.03,0
OI0001679,ORD0000775,SKU00101,1,102.36,0
OI0001680,ORD0000775,SKU00120,1,139.48,15
OI0001681,ORD0000776,SKU00305,1,139.01,0
OI0001682,ORD0000776,SKU00286,1,46.44,20
OI0001683,ORD0000776,SKU00214,2,82.57,0
OI0001684,ORD0000776,SKU00306,1,48.47,0
OI0001685,ORD0000777,SKU00164,1,121.47,0
OI0001686,ORD0000778,SKU00019,1,121.87,0
OI0001687,ORD0000778,SKU00022,1,582.77,15
OI0001688,ORD0000778,SKU00084,1,579.85,0
OI0001689,ORD0000778,SKU00393,1,98.58,0
OI0001690,ORD0000779,SKU00380,1,247.3,0
OI0001691,ORD0000779,SKU00231,2,128.88,25
OI0001692,ORD0000779,SKU00352,1,56.62,20
OI0001693,ORD0000779,SKU00082,2,81.78,0
OI0001694,ORD0000780,SKU00198,1,566.52,0
OI0001695,ORD0000780,SKU00208,1,299.73,25
OI0001696,ORD0000781,SKU00187,1,497.91,0
OI0001697,ORD0000781,SKU00162,1,127.07,0
OI0001698,ORD0000782,SKU00070,1,190.66,0
OI0001699,ORD0000782,SKU00302,1,125.42,0
OI0001700,ORD0000783,SKU00070,1,190.66,0
OI0001701,ORD0000783,SKU00314,1,319.97,0
OI0001702,ORD0000784,SKU00133,2,397.34,5
OI0001703,ORD0000785,SKU00100,1,95.53,0
OI0001704,ORD0000786,SKU00321,1,35.85,0
OI0001705,ORD0000786,SKU00133,1,397.34,0
OI0001706,ORD0000787,SKU00089,1,170.56,0
OI0001707,ORD0000787,SKU00267,2,46.98,0
OI0001708,ORD0000788,SKU00160,1,98.67,0
OI0001709,ORD0000789,SKU00381,3,135.31,0
OI0001710,ORD0000790,SKU00387,1,107.07,0
OI0001711,ORD0000791,SKU00259,1,67.17,0
OI0001712,ORD0000791,SKU00054,1,94.5,0
OI0001713,ORD0000792,SKU00254,1,178.34,0
OI0001714,ORD0000792,SKU00145,1,329.24,0
OI0001715,ORD0000792,SKU00304,1,104.3,0
OI0001716,ORD0000793,SKU00125,1,110.59,0
OI0001717,ORD0000793,SKU00271,3,240.98,0
OI0001718,ORD0000793,SKU00211,1,449.24,0
OI0001719,ORD0000793,SKU00341,2,230.25,0
OI0001720,ORD0000794,SKU00168,1,232.69,0
OI0001721,ORD0000794,SKU00396,1,55.25,20
OI0001722,ORD0000795,SKU00009,1,75.23,0
OI0001723,ORD0000795,SKU00402,1,76.68,0
OI0001724,ORD0000796,SKU00233,1,90.34,0
OI0001725,ORD0000797,SKU00333,3,228.71,0
OI0001726,ORD0000797,SKU00188,1,96.73,0
OI0001727,ORD0000797,SKU00049,1,152.93,0
OI0001728,ORD0000798,SKU00399,1,202.95,0
OI0001729,ORD0000798,SKU00044,1,89.08,0
OI0001730,ORD0000798,SKU00135,1,232.12,0
OI0001731,ORD0000799,SKU00209,1,82.82,15
OI0001732,ORD0000799,SKU00407,1,771.76,0
OI0001733,ORD0000799,SKU00262,3,35.16,10
OI0001734,ORD0000799,SKU00149,1,34.95,0
OI0001735,ORD0000800,SKU00219,1,96.99,0
OI0001736,ORD0000800,SKU00225,2,91.23,0
OI0001737,ORD0000800,SKU00236,2,206.45,15
OI0001738,ORD0000801,SKU00283,1,78.2,5
OI0001739,ORD0000801,SKU00129,1,186.55,0
OI0001740,ORD0000801,SKU00313,1,29.07,0
OI0001741,ORD0000802,SKU00118,1,83.05,15
OI0001742,ORD0000803,SKU00325,1,11.83,0
OI0001743,ORD0000803,SKU00317,1,119.81,0
OI0001744,ORD0000804,SKU00404,1,63.83,0
OI0001745,ORD0000804,SKU00151,2,138.23,0
OI0001746,ORD0000804,SKU00159,1,98.44,15
OI0001747,ORD0000804,SKU00223,1,53.91,0
OI0001748,ORD0000805,SKU00128,1,1107.35,0
OI0001749,ORD0000805,SKU00386,1,220.74,10
OI0001750,ORD0000805,SKU00183,2,78.37,0
OI0001751,ORD0000805,SKU00292,1,192.65,15
OI0001752,ORD0000806,SKU00112,1,68.72,20
OI0001753,ORD0000807,SKU00396,1,55.25,5
OI0001754,ORD0000808,SKU00052,1,245.41,0
OI0001755,ORD0000808,SKU00095,1,266.15,0
OI0001756,ORD0000809,SKU00412,1,536.15,20
OI0001757,ORD0000809,SKU00189,1,81.27,0
OI0001758,ORD0000809,SKU00079,1,1064.44,0
OI0001759,ORD0000810,SKU00088,1,115.97,0
OI0001760,ORD0000810,SKU00318,1,98.22,0
OI0001761,ORD0000810,SKU00171,1,199.8,0
OI0001762,ORD0000811,SKU00262,1,35.16,0
OI0001763,ORD0000812,SKU00090,2,156.54,0
OI0001764,ORD0000812,SKU00304,1,104.3,0
OI0001765,ORD0000812,SKU00007,1,75.54,0
OI0001766,ORD0000812,SKU00105,1,86.45,0
OI0001767,ORD0000813,SKU00325,2,11.83,0
OI0001768,ORD0000814,SKU00185,2,129.35,0
OI0001769,ORD0000814,SKU00078,1,60.37,0
OI0001770,ORD0000814,SKU00017,3,291.24,0
OI0001771,ORD0000814,SKU00168,1,232.69,15
